日期,股票代號,股票名稱,收盤價,月平均價
"1150414","00400A","主動國泰動能高息","11.29","11.11"
"1150414","00401A","主動摩根台灣鑫收","10.86","10.72"
"1150414","0050","元大台灣50","83.10","78.44"
"1150414","0051","元大中型100","117.25","112.89"
"1150414","0052","富邦科技","49.33","46.51"
"1150414","0053","元大電子","188.30","176.62"
"1150414","0055","元大MSCI金融","33.11","32.93"
"1150414","0056","元大高股息","39.97","38.88"
"1150414","0057","富邦摩台","246.60","233.03"
"1150414","0061","元大寶滬深","24.00","23.42"
"1150414","006203","元大MSCI台灣","151.30","142.96"
"1150414","006204","永豐臺灣加權","182.75","174.30"
"1150414","006205","富邦上証","40.02","39.70"
"1150414","006206","元大上證50","36.82","36.56"
"1150414","006207","復華滬深","32.02","31.42"
"1150414","006208","富邦台50","192.05","181.94"
"1150414","00625K","富邦上証+R","","8.49"
"1150414","00631L","元大台灣50正2","24.83","22.44"
"1150414","00632R","元大台灣50反1","12.89","13.64"
"1150414","00633L","富邦上証正2","48.87","47.18"
"1150414","00634R","富邦上証反1","3.19","3.26"
"1150414","00635U","期元大S&P黃金","50.15","49.77"
"1150414","00636","國泰中國A50","27.67","27.18"
"1150414","00636K","國泰中國A50+U","8.83","8.60"
"1150414","00637L","元大滬深300正2","20.18","19.50"
"1150414","00638R","元大滬深300反1","6.86","7.00"
"1150414","00639","富邦深100","16.50","15.91"
"1150414","00640L","富邦日本正2","92.80","90.69"
"1150414","00641R","富邦日本反1","4.04","4.11"
"1150414","00642U","期元大S&P石油","27.65","28.13"
"1150414","00643","群益深証中小","18.78","18.12"
"1150414","00643K","群益深証中小+R","","3.80"
"1150414","00645","富邦日本","52.80","52.23"
"1150414","00646","元大S&P500","68.50","67.17"
"1150414","00647L","元大S&P500正2","115.00","109.74"
"1150414","00648R","元大S&P500反1","4.34","4.47"
"1150414","00650L","復華香港正2","17.24","17.12"
"1150414","00651R","復華香港反1","5.27","5.30"
"1150414","00652","富邦印度","33.77","33.18"
"1150414","00653L","富邦印度正2","47.31","45.12"
"1150414","00654R","富邦印度反1","6.78","6.98"
"1150414","00655L","國泰中國A50正2","34.08","32.86"
"1150414","00656R","國泰中國A50反1","6.05","6.19"
"1150414","00657","國泰日經225","68.05","65.32"
"1150414","00657K","國泰日經225+U","21.58","20.60"
"1150414","00660","元大歐洲50","43.06","42.30"
"1150414","00661","元大日經225","74.65","71.62"
"1150414","00662","富邦NASDAQ","103.50","100.66"
"1150414","00663L","國泰臺灣加權正2","71.20","64.38"
"1150414","00664R","國泰臺灣加權反1","2.08","2.21"
"1150414","00665L","富邦恒生國企正2","9.72","9.65"
"1150414","00666R","富邦恒生國企反1","9.10","9.15"
"1150414","00668","國泰美國道瓊","55.60","54.94"
"1150414","00668K","國泰美國道瓊+U","17.61","17.29"
"1150414","00669R","國泰美國道瓊反1","5.71","5.83"
"1150414","00670L","富邦NASDAQ正2","157.20","147.62"
"1150414","00671R","富邦NASDAQ反1","2.84","2.94"
"1150414","00673R","期元大S&P原油反1","13.61","14.48"
"1150414","00674R","期元大S&P黃金反1","5.18","5.23"
"1150414","00675L","富邦臺灣加權正2","215.95","195.21"
"1150414","00676R","富邦臺灣加權反1","7.10","7.51"
"1150414","00678","群益那斯達克生技","36.02","35.86"
"1150414","00680L","元大美債20正2","7.13","7.11"
