日期,西元日期,市場,股票代號,股票名稱,收盤價,漲跌,開盤價,最高價,最低價,成交股數,成交金額,成交筆數,資料來源,下載時間
1150730,2026-07-30,上市,00400A,主動國泰動能高息,11.83,-0.0500,11.62,12.31,11.60,64627000,774373670,8054,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00401A,主動摩根台灣鑫收,11.58,-0.0300,11.41,11.97,11.40,21002000,244344550,670,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00402A,主動安聯美國科技,8.90,-0.1500,8.94,9.00,8.90,5590000,49953720,1439,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00403A,主動統一升級50,8.47,0.0100,8.38,8.83,8.31,434137000,3731875670,57709,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00404A,主動聯博動能50,8.50,0.0200,8.36,8.73,8.34,23362000,199949700,687,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00405A,主動富邦台灣龍耀,6.68,-0.0200,6.57,7.00,6.50,116985000,791045520,14050,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00406A,主動中信台灣收益,8.06,0.0300,7.97,8.36,7.87,170720000,1386792380,16462,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00407A,主動凱基台灣,7.82,0.0300,7.63,8.14,7.57,70612000,554321340,7917,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00408A,主動第一金優股息,9.20,-0.0900,9.14,9.44,9.11,1253000,11595030,473,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0050,元大台灣50,93.50,-0.2000,93.40,96.00,92.00,277532000,26090163950,105852,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0051,元大中型100,124.45,-1.3000,126.60,127.85,123.40,97000,12185200,59,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0052,富邦科技,54.30,-0.1000,53.80,55.85,53.50,33973000,1857397350,9635,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0053,元大電子,206.70,2.6500,204.10,213.05,203.80,124000,25868050,34,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0055,元大MSCI金融,42.51,0.4100,42.08,42.51,41.40,230000,9692690,103,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0056,元大高股息,46.29,-0.4400,46.18,47.58,45.84,72946000,3407398780,24758,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0057,富邦摩台,280.45,4.7000,282.80,285.40,279.30,17000,4810800,17,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,0061,元大寶滬深,24.19,-0.5100,24.41,24.73,24.11,132000,3204190,60,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,006203,元大MSCI台灣,170.15,1.3500,169.35,173.90,168.05,58000,9898300,25,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,006204,永豐臺灣加權,201.70,3.0500,203.35,203.35,201.70,6000,1218450,6,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,006205,富邦上証,40.73,-0.1700,40.59,40.97,40.38,732000,29734680,59,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,006206,元大上證50,38.14,-0.1100,38.01,38.25,37.99,47000,1788050,10,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,006207,復華滬深,32.38,-0.3900,32.75,32.75,32.00,613000,19751560,62,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,006208,富邦台50,214.40,0.3500,212.95,219.45,210.70,4022000,866921900,2182,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00625K,富邦上証+R,0.00,0.0000,0.00,0.00,0.00,0,0,0,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00631L,元大台灣50正2,28.38,-0.1500,28.04,29.81,27.68,454720000,13085091310,87757,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00632R,元大台灣50反1,11.49,0.0600,11.56,11.64,11.18,377791000,4316619690,24739,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00633L,富邦上証正2,47.60,-1.2800,48.55,48.95,46.73,4808000,229662350,735,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00634R,富邦上証反1,3.16,0.0300,3.13,3.18,3.13,1239000,3896430,44,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00635U,期元大S&P黃金,42.03,0.1300,42.27,42.54,42.00,2029000,85859860,842,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00636,國泰中國A50,27.98,-0.3600,28.34,28.34,27.65,911000,25501720,141,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00636K,國泰中國A50+U,8.62,-0.0900,8.62,8.62,8.62,200,1724,2,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00637L,元大滬深300正2,19.81,-0.6300,20.36,20.43,19.51,38038000,759064150,4241,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00638R,元大滬深300反1,6.80,0.0700,6.75,6.86,6.73,1070000,7240240,31,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00639,富邦深100,16.36,-0.4200,16.66,16.73,16.09,1291000,21131940,246,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00640L,富邦日本正2,101.10,-0.5000,101.40,102.30,100.50,63000,6379150,33,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00641R,富邦日本反1,3.83,0.0100,3.82,3.85,3.78,2173000,8303300,127,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00642U,期元大S&P石油,27.81,0.8600,27.68,27.87,27.35,2909000,80319180,782,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00643,群益深証中小,18.00,-0.5100,18.51,18.51,17.79,2263000,40548090,174,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00643K,群益深証中小+R,0.00,0.0000,0.00,0.00,0.00,0,0,0,TWSE_CSV,2026-07-30 14:16:07 +0800
1150730,2026-07-30,上市,00645,富邦日本,55.85,-0.0500,55.90,56.10,55.65,71000,3969650,35,TWSE_CSV,2026-07-30 14:16:07 +0800
