資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1150428","00679B","元大美債20年","26.88","+0.01","26.85","26.92","26.81","33620000","903339880","3421","26.88","26.89","7501692000","9999.95","0.01"
"1150428","00687B","國泰20年美債","27.93","+0.02","27.88","27.97","27.86","14881000","415266080","2174","27.93","27.94","5753134927","9999.95","0.01"
"1150428","00687C","國泰20年美債+櫃U","9.33","-0.05","9.33","9.33","9.33","25000","233250","2","9.33","9.35","2012268","9999.95","0.01"
"1150428","00694B","富邦美債1-3","41.58","+0.19","41.51","41.59","41.44","498000","20691700","94","41.58","41.60","174076000","9999.95","0.01"
"1150428","00695B","富邦美債7-10","35.26","+0.10","35.22","35.28","35.20","214000","7543880","78","35.26","35.27","38686000","9999.95","0.01"
"1150428","00696B","富邦美債20年","29.01","+0.03","28.90","29.01","28.90","2841000","82371700","119","29.00","29.02","664181000","9999.95","0.01"
"1150428","00697B","元大美債7-10","35.82","+0.10","35.72","35.82","35.70","247000","8836830","78","35.81","35.82","66712000","9999.95","0.01"
"1150428","00719B","元大美債1-3","30.93","+0.13","30.84","30.95","30.84","3087000","95358840","439","30.93","30.94","534514000","9999.95","0.01"
"1150428","00720B","元大投資級公司債","32.79","0.00","32.70","32.80","32.69","5379000","176215400","1095","32.78","32.79","4051609000","9999.95","0.01"
"1150428","00722B","群益投資級電信債","35.82","-0.01","35.70","35.82","35.70","6510000","233089730","273","35.81","35.82","1467239000","9999.95","0.01"
"1150428","00723B","群益投資級科技債","30.64","+0.03","30.57","30.64","30.57","102000","3125210","6","30.61","30.62","1520583000","9999.95","0.01"
"1150428","00724B","群益投資級金融債","33.59","+0.04","33.53","33.61","33.51","3900000","131040100","109","33.59","33.60","3077275000","9999.95","0.01"
"1150428","00725B","國泰投資級公司債","34.85","+0.01","34.77","34.87","34.74","5600000","194835590","866","34.84","34.85","3791706000","9999.95","0.01"
"1150428","00726B","國泰新興投等債","32.84","除息","32.75","32.85","32.66","411000","13471440","110","32.83","32.84","1194489000","9999.95","0.01"
"1150428","00727B","國泰優選非投等債","39.28","+0.19","39.16","39.33","39.16","117000","4594380","10","39.28","39.29","57189000","9999.95","0.01"
"1150428","00734B","台新JPM新興債","15.78","+0.06","15.90","15.90","15.78","212000","3347490","13","15.78","15.79","26979000","9999.95","0.01"
"1150428","00740B","富邦全球投等債","38.51","0.00","38.44","38.53","38.42","2743000","105613990","151","38.51","38.52","2025471000","9999.95","0.01"
"1150428","00741B","富邦全球非投等債","37.43","+0.14","37.32","37.43","37.32","123000","4602180","15","37.42","37.45","14628000","9999.95","0.01"
"1150428","00746B","富邦A級公司債","35.46","+0.03","35.38","35.52","35.38","2296000","81427920","48","35.46","35.52","2417464000","9999.95","0.01"
"1150428","00749B","凱基新興債10+","31.70","+0.08","31.70","31.70","31.70","100000","3170000","2","31.59","31.66","1103000000","9999.95","0.01"
"1150428","00750B","凱基科技債10+","32.98","+0.03","32.98","32.98","32.98","100000","3298000","2","32.88","32.94","148000000","9999.95","0.01"
"1150428","00751B","元大AAA至A公司債","31.69","-0.01","31.60","31.73","31.60","3860000","122282590","989","31.68","31.69","5241103000","9999.95","0.01"
"1150428","00754B","群益AAA-AA公司債","33.80","0.00","33.70","33.80","33.70","102000","3446500","6","33.65","33.82","1207400000","9999.95","0.01"
"1150428","00755B","群益投資級公用債","32.99","+0.01","32.88","32.99","32.88","127000","4182490","10","32.90","33.20","274730000","9999.95","0.01"
"1150428","00756B","群益投等新興公債","31.84","+0.10","31.84","31.84","31.80","189000","6014870","26","31.83","31.84","1458800000","9999.95","0.01"
"1150428","00758B","復華能源債","51.70","+0.05","51.70","51.70","51.70","200000","10340000","4","51.60","51.75","5525000","9999.95","0.01"
"1150428","00759B","復華製藥債","54.70","+0.05","54.70","54.70","54.70","150000","8205000","6","54.50","54.60","47525000","9999.95","0.01"
"1150428","00760B","復華新興企業債","54.20","+0.10","54.10","54.30","54.10","181000","9816700","19","54.15","54.25","435520000","9999.95","0.01"
"1150428","00761B","國泰A級公司債","34.66","+0.01","34.65","34.68","34.62","132000","4573820","41","34.65","34.68","2738089000","9999.95","0.01"
"1150428","00764B","群益25年美債","27.92","+0.03","27.89","27.93","27.85","4120000","114978730","116","27.91","27.92","1581500000","9999.95","0.01"
"1150428","00768B","復華20年美債","50.80","+0.05","50.70","50.80","50.65","125000","6341800","59","50.75","50.80","729600000","9999.95","0.01"
"1150428","00772B","中信高評級公司債","33.70","0.00","33.63","33.71","33.61","1402000","47207300","412","33.69","33.70","3456290000","9999.95","0.01"
"1150428","00773B","中信優先金融債","35.83","+0.03","35.76","35.83","35.75","908000","32500230","108","35.83","35.84","2581290000","9999.95","0.01"
"1150428","00777B","凱基AAA至A公司債","32.67","+0.02","32.67","32.67","32.67","100000","3267000","2","32.59","32.73","1862150000","9999.95","0.01"
"1150428","00778B","凱基金融債20+","34.42","+0.04","34.42","34.42","34.42","100000","3442000","2","34.33","34.38","1507150000","9999.95","0.01"
"1150428","00779B","凱基美債25+","28.29","+0.03","28.26","28.31","28.26","399000","11293350","9","28.28","28.29","1302150000","9999.95","0.01"
"1150428","00780B","國泰A級金融債","37.57","+0.14","37.44","37.57","37.44","108000","4056630","7","37.54","37.55","230602000","9999.95","0.01"
"1150428","00781B","國泰A級科技債","28.64","-0.02","28.60","28.65","28.60","207000","5928440","14","28.64","28.65","7836000","9999.95","0.01"
"1150428","00782B","國泰A級公用債","30.35","+0.02","30.25","30.36","30.24","343000","10399760","21","30.32","30.33","18967000","9999.95","0.01"
"1150428","00785B","富邦金融投等債","34.83","+0.03","34.83","34.83","34.83","50000","1741500","2","34.80","34.83","1104466000","9999.95","0.01"
"1150428","00786B","元大10年IG銀行債","32.74","+0.01","32.75","32.75","32.71","321000","10505540","20","32.70","32.72","24566000","9999.95","0.01"
"1150428","00787B","元大10年IG醫療債","32.51","+0.01","32.51","32.51","32.50","11000","357560","6","32.50","32.51","13306000","9999.95","0.01"
"1150428","00788B","元大10年IG電能債","29.81","-0.02","29.79","29.82","29.75","72000","2145020","25","29.80","29.81","28206000","9999.95","0.01"
"1150428","00789B","復華公司債A3","48.16","-0.01","48.11","48.16","48.00","106000","5104420","6","48.07","48.12","446100000","9999.95","0.01"
"1150428","00791B","復華信用債1-5","56.50","+0.30","56.50","56.50","56.50","100000","5650000","2","56.45","56.50","279100000","9999.95","0.01"
"1150428","00792B","群益A級公司債","31.71","+0.01","31.73","31.73","31.71","101000","3202730","5","31.65","31.71","2247115000","9999.95","0.01"
"1150428","00793B","群益AAA-A醫療債","30.74","0.00","30.67","30.74","30.67","60000","1843700","3","30.68","30.78","3526000","9999.95","0.01"
"1150428","00795B","中信美國公債20年","27.13","+0.01","27.08","27.14","27.05","4820000","130692720","511","27.13","27.14","1682598000","9999.95","0.01"
