日期,股票代號,股票名稱,收盤價,月平均價
"1150320","0050","元大台灣50","75.90","76.70"
"1150320","0051","元大中型100","111.90","108.77"
"1150320","0052","富邦科技","45.26","45.62"
"1150320","0053","元大電子","171.70","170.31"
"1150320","0055","元大MSCI金融","32.36","32.68"
"1150320","0056","元大高股息","38.77","38.67"
"1150320","0057","富邦摩台","225.30","226.56"
"1150320","0061","元大寶滬深","23.37","23.65"
"1150320","006203","元大MSCI台灣","137.90","138.87"
"1150320","006204","永豐臺灣加權","171.05","171.96"
"1150320","006205","富邦上証","39.81","40.88"
"1150320","006206","元大上證50","36.66","37.30"
"1150320","006207","復華滬深","31.52","31.70"
"1150320","006208","富邦台50","176.20","177.84"
"1150320","00625K","富邦上証+R","","8.91"
"1150320","00631L","元大台灣50正2","469.35","474.64"
"1150320","00632R","元大台灣50反1","14.12","14.13"
"1150320","00633L","富邦上証正2","47.00","46.51"
"1150320","00634R","富邦上証反1","3.29","3.29"
"1150320","00635U","期元大S&P黃金","50.05","54.03"
"1150320","00636","國泰中國A50","27.06","26.75"
"1150320","00636K","國泰中國A50+U","8.58","8.48"
"1150320","00637L","元大滬深300正2","19.49","19.18"
"1150320","00638R","元大滬深300反1","7.05","7.10"
"1150320","00639","富邦深100","15.97","15.68"
"1150320","00640L","富邦日本正2","85.35","88.58"
"1150320","00641R","富邦日本反1","4.28","4.22"
"1150320","00642U","期元大S&P石油","25.49","23.64"
"1150320","00643","群益深証中小","18.09","18.30"
"1150320","00643K","群益深証中小+R","3.91","3.97"
"1150320","00645","富邦日本","50.50","51.36"
"1150320","00646","元大S&P500","66.50","67.39"
"1150320","00647L","元大S&P500正2","107.70","111.60"
"1150320","00648R","元大S&P500反1","4.55","4.46"
"1150320","00650L","復華香港正2","16.95","17.37"
"1150320","00651R","復華香港反1","5.37","5.32"
"1150320","00652","富邦印度","33.09","34.27"
"1150320","00653L","富邦印度正2","45.25","48.03"
"1150320","00654R","富邦印度反1","7.07","6.87"
"1150320","00655L","國泰中國A50正2","32.70","32.25"
"1150320","00656R","國泰中國A50反1","6.22","6.28"
"1150320","00657","國泰日經225","62.75","64.26"
"1150320","00657K","國泰日經225+U","19.67","20.24"
"1150320","00660","元大歐洲50","41.55","42.32"
"1150320","00661","元大日經225","69.00","70.49"
"1150320","00662","富邦NASDAQ","99.90","100.85"
"1150320","00663L","國泰臺灣加權正2","61.40","62.05"
"1150320","00664R","國泰臺灣加權反1","2.28","2.29"
"1150320","00665L","富邦恒生國企正2","9.78","9.90"
