資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1150427","00679B","元大美債20年","26.87","-0.09","26.90","26.93","26.86","33536000","901738680","5855","26.87","26.88","7511692000","9999.95","0.01"
"1150427","00687B","國泰20年美債","27.91","-0.11","27.99","27.99","27.90","29475000","823185840","3726","27.91","27.92","5772634927","9999.95","0.01"
"1150427","00687C","國泰20年美債+櫃U","9.38","-0.02","9.38","9.38","9.38","25000","234500","2","9.37","9.39","2012268","9999.95","0.01"
"1150427","00694B","富邦美債1-3","41.39","-0.11","41.50","41.50","41.37","494000","20446500","64","41.39","41.40","173576000","9999.95","0.01"
"1150427","00695B","富邦美債7-10","35.16","-0.06","35.22","35.22","35.15","127000","4466740","47","35.16","35.17","38686000","9999.95","0.01"
"1150427","00696B","富邦美債20年","28.98","-0.10","29.07","29.07","28.97","2126000","61638910","197","28.97","28.98","663181000","9999.95","0.01"
"1150427","00697B","元大美債7-10","35.72","-0.06","35.78","35.79","35.66","489000","17465410","155","35.72","35.73","66712000","9999.95","0.01"
"1150427","00719B","元大美債1-3","30.80","-0.11","30.90","30.90","30.80","4803000","148002280","1047","30.80","30.82","532014000","9999.95","0.01"
"1150427","00720B","元大投資級公司債","32.79","-0.12","32.86","32.88","32.78","8074000","264849000","1848","32.78","32.79","4052109000","9999.95","0.01"
"1150427","00722B","群益投資級電信債","35.83","-0.16","35.93","35.93","35.81","3245000","116284340","411","35.83","35.84","1467239000","9999.95","0.01"
"1150427","00723B","群益投資級科技債","30.61","-0.17","30.63","30.63","30.61","103000","3153890","7","30.59","30.61","1520583000","9999.95","0.01"
"1150427","00724B","群益投資級金融債","33.55","-0.14","33.64","33.64","33.53","3693000","123936390","157","33.53","33.55","3077275000","9999.95","0.01"
"1150427","00725B","國泰投資級公司債","34.84","-0.13","34.89","34.91","34.80","9811000","341952790","1181","34.83","34.84","3799206000","9999.95","0.01"
"1150427","00726B","國泰新興投等債","33.29","-0.14","33.66","33.66","33.24","603000","20075090","155","33.28","33.29","1194489000","9999.95","0.01"
"1150427","00727B","國泰優選非投等債","39.09","-0.10","39.17","39.17","39.09","133000","5203610","13","39.07","39.09","57189000","9999.95","0.01"
"1150427","00734B","台新JPM新興債","15.72","-0.08","15.72","15.72","15.72","17000","267240","3","15.72","15.74","26979000","9999.95","0.01"
"1150427","00740B","富邦全球投等債","38.51","-0.19","38.63","38.63","38.50","2519000","97040290","322","38.51","38.52","2023471000","9999.95","0.01"
"1150427","00741B","富邦全球非投等債","37.29","-0.10","37.38","37.38","37.26","224000","8349890","25","37.29","37.30","14628000","9999.95","0.01"
"1150427","00746B","富邦A級公司債","35.43","-0.13","35.54","35.54","35.42","798000","28282180","47","35.43","35.44","2416464000","9999.95","0.01"
"1150427","00749B","凱基新興債10+","31.62","-0.07","31.55","31.62","31.54","166000","5244200","14","31.49","31.54","1103000000","9999.95","0.01"
"1150427","00750B","凱基科技債10+","32.95","-0.14","32.95","32.95","32.95","100000","3295000","2","32.86","32.91","148000000","9999.95","0.01"
"1150427","00751B","元大AAA至A公司債","31.70","-0.11","31.78","31.80","31.68","7315000","231906050","1636","31.70","31.71","5242603000","9999.95","0.01"
"1150427","00754B","群益AAA-AA公司債","33.80","-0.15","33.82","33.83","33.78","111000","3751410","14","33.80","0.00","1207400000","9999.95","0.01"
"1150427","00755B","群益投資級公用債","32.98","-0.11","32.98","32.98","32.90","170000","5598560","17","32.90","32.98","274730000","9999.95","0.01"
"1150427","00756B","群益投等新興公債","31.74","-0.16","31.78","31.80","31.70","218000","6917090","33","31.72","31.74","1458800000","9999.95","0.01"
"1150427","00758B","復華能源債","51.65","-0.20","51.65","51.65","51.65","100000","5165000","2","51.45","51.75","5525000","9999.95","0.01"
"1150427","00759B","復華製藥債","54.65","-0.30","54.65","54.65","54.65","100000","5465000","4","54.50","54.60","47525000","9999.95","0.01"
"1150427","00760B","復華新興企業債","54.10","-0.20","54.00","54.20","54.00","218000","11805000","18","54.05","54.10","435520000","9999.95","0.01"
"1150427","00761B","國泰A級公司債","34.65","-0.18","34.75","34.75","34.62","370000","12815070","102","34.65","34.66","2738089000","9999.95","0.01"
"1150427","00764B","群益25年美債","27.89","-0.11","28.00","28.00","27.88","5435000","151682810","197","27.88","27.89","1576500000","9999.95","0.01"
"1150427","00768B","復華20年美債","50.75","-0.15","50.85","50.85","50.75","334000","16961550","65","50.70","50.80","729600000","9999.95","0.01"
"1150427","00772B","中信高評級公司債","33.70","-0.13","33.78","33.78","33.68","2977000","100340230","789","33.69","33.70","3456290000","9999.95","0.01"
"1150427","00773B","中信優先金融債","35.80","-0.11","35.86","35.87","35.79","766000","27434760","115","35.80","35.81","2581290000","9999.95","0.01"
"1150427","00777B","凱基AAA至A公司債","32.65","-0.16","32.65","32.65","32.65","100000","3265000","2","32.55","32.69","1862150000","9999.95","0.01"
"1150427","00778B","凱基金融債20+","34.38","-0.12","34.38","34.38","34.38","101000","3472380","3","34.27","34.33","1507150000","9999.95","0.01"
"1150427","00779B","凱基美債25+","28.26","-0.15","28.29","28.30","28.26","447000","12643500","27","28.25","28.27","1302150000","9999.95","0.01"
"1150427","00780B","國泰A級金融債","37.43","-0.11","37.44","37.44","37.43","160000","5989800","3","37.40","37.43","230602000","9999.95","0.01"
"1150427","00781B","國泰A級科技債","28.66","-0.15","28.80","28.80","28.65","156000","4469600","22","28.65","28.66","7836000","9999.95","0.01"
"1150427","00782B","國泰A級公用債","30.33","-0.13","30.42","30.42","30.32","176000","5341060","31","30.32","30.33","18967000","9999.95","0.01"
"1150427","00785B","富邦金融投等債","34.80","-0.10","34.80","34.82","34.78","72000","2505600","5","34.76","34.78","1104466000","9999.95","0.01"
"1150427","00786B","元大10年IG銀行債","32.73","-0.08","32.77","32.84","32.73","45000","1474480","10","32.72","32.76","24566000","9999.95","0.01"
"1150427","00787B","元大10年IG醫療債","32.50","-0.10","32.58","32.58","32.48","26000","845000","13","32.43","32.50","13306000","9999.95","0.01"
"1150427","00788B","元大10年IG電能債","29.83","-0.12","29.85","29.91","29.83","81000","2418080","21","29.84","29.85","28206000","9999.95","0.01"
"1150427","00789B","復華公司債A3","48.17","-0.24","48.17","48.17","48.17","102000","4913340","3","48.07","48.11","446100000","9999.95","0.01"
"1150427","00791B","復華信用債1-5","56.20","-0.20","56.30","56.30","56.20","110000","6183000","3","56.15","56.20","279100000","9999.95","0.01"
"1150427","00792B","群益A級公司債","31.70","-0.13","31.75","31.75","31.70","103000","3267200","7","31.65","31.69","2247115000","9999.95","0.01"
"1150427","00793B","群益AAA-A醫療債","30.74","-0.15","30.72","30.74","30.72","108000","3319830","7","30.73","30.75","3526000","9999.95","0.01"
"1150427","00795B","中信美國公債20年","27.12","-0.10","27.15","27.18","27.09","7714000","209244520","900","27.11","27.12","1682598000","9999.95","0.01"
"1150427","00799B","國泰A級醫療債","29.94","-0.08","30.02","30.02","29.89","497000","14867470","139","29.95","29.96","24036000","9999.95","0.01"
"1150427","00834B","第一金金融債10+","34.02","-0.08","34.02","34.02","34.02","100000","3402000","2","34.00","34.01","23198000","9999.95","0.01"
"1150427","00836B","永豐10年A公司債","28.80","-0.19","28.87","28.87","28.80","4000","115290","3","28.78","28.81","580041000","9999.95","0.01"
"1150427","00840B","凱基IG精選15+","30.04","-0.10","30.02","30.04","30.02","101000","3032040","3","29.94","29.98","59431000","9999.95","0.01"
"1150427","00841B","凱基AAA-AA公司債","29.26","-0.13","29.26","29.26","29.26","102000","2984520","3","29.16","29.21","70440000","9999.95","0.01"
"1150427","00842B","台新美元銀行債","30.39","-0.08","30.44","30.50","30.39","208000","6328710","45","30.39","30.42","15267000","9999.95","0.01"
"1150427","00844B","新光15年IG金融債","31.68","-0.13","31.72","31.72","31.68","82000","2600960","3","31.71","31.75","230675000","9999.95","0.01"
"1150427","00845B","富邦新興投等債","33.44","-0.13","33.44","33.46","33.44","102000","3410900","6","33.37","33.41","237551000","9999.95","0.01"
"1150427","00846B","富邦歐洲銀行債","36.05","-0.15","36.09","36.09","36.05","104000","3749310","7","36.00","36.03","74350000","9999.95","0.01"
"1150427","00847B","中信美國市政債","25.82","-0.14","25.80","25.83","25.80","506000","13069860","14","25.80","25.86","8805000","9999.95","0.01"
"1150427","00848B","中信新興亞洲債","34.21","-0.14","34.16","34.23","34.16","482000","16493180","21","34.18","34.21","136066000","9999.95","0.01"
"1150427","00849B","中信EM主權債0-5","36.95","-0.20","36.93","37.01","36.93","520000","19241900","14","36.93","37.03","485106000","9999.95","0.01"
"1150427","00853B","統一美債10年Aa-A","27.74","-0.10","27.80","27.80","27.72","1287000","35693750","31","27.73","27.74","166634000","9999.95","0.01"
"1150427","00856B","永豐1-3年美公債","37.57","0.00","37.63","37.63","37.57","40000","1504300","5","37.45","37.50","6792000","9999.95","0.01"
