日期,西元日期,市場,股票代號,股票名稱,收盤價,漲跌,開盤價,最高價,最低價,成交股數,成交金額,成交筆數,資料來源,下載時間
1150903,2026-09-03,上市,00400A,主動國泰動能高息,14.88,-0.2900,15.30,15.30,14.87,38656000,582986390,7739,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00401A,主動摩根台灣鑫收,13.96,-0.1000,14.08,14.17,13.95,4658000,65560850,911,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00402A,主動安聯美國科技,9.35,-0.0100,9.34,9.42,9.34,2938000,27541260,667,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00403A,主動統一升級50,10.06,-0.2100,10.32,10.36,10.05,138795000,1413924470,22404,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00404A,主動聯博動能50,9.70,-0.1000,9.82,9.86,9.70,16710000,163553870,2608,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00405A,主動富邦台灣龍耀,8.57,-0.2100,8.84,8.87,8.55,55405000,483371930,6698,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00406A,主動中信台灣收益,9.46,-0.1800,9.73,9.73,9.45,197784000,1891580830,40276,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00407A,主動凱基台灣,9.56,-0.2200,9.86,9.88,9.55,33974000,329445210,5484,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00408A,主動第一金優股息,10.35,-0.2000,10.61,10.61,10.35,908000,9515600,225,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00409A,主動復華全球50,9.59,-0.1100,9.78,9.78,9.59,39799000,384850070,8878,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00410A,主動永豐科技趨勢,11.84,-0.4700,12.40,12.40,11.83,14422000,174822430,1931,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0050,元大台灣50,106.20,-0.6000,106.90,107.40,106.15,45133000,4820661700,17829,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0051,元大中型100,144.00,-2.4500,147.75,147.75,144.00,50000,7262800,26,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0052,富邦科技,61.60,-0.4500,62.20,62.25,61.50,8707000,539412450,3593,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0053,元大電子,239.70,-2.6500,242.40,242.70,239.50,49000,11851400,27,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0055,元大MSCI金融,48.20,1.1000,47.30,48.80,47.16,1505000,72676550,430,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0056,元大高股息,54.50,-0.6000,55.50,55.80,54.50,25231000,1392545500,10838,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0057,富邦摩台,317.75,-1.4000,319.60,320.65,317.75,5000,1598050,5,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,0061,元大寶滬深,24.05,-0.1800,24.18,24.25,24.05,93000,2249370,32,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,006203,元大MSCI台灣,193.75,-1.0500,194.90,195.45,193.75,7000,1359950,5,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,006204,永豐臺灣加權,230.80,0.0000,231.70,231.70,230.80,61000,14079700,7,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,006205,富邦上証,40.50,-0.0200,40.52,40.76,40.50,232000,9417260,122,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,006206,元大上證50,37.74,-0.1800,38.02,38.10,37.74,44000,1672970,14,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,006207,復華滬深,32.02,-0.0400,32.10,32.26,32.02,119000,3829970,10,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,006208,富邦台50,243.80,-1.4000,245.20,246.20,243.35,1386000,339383050,825,TWSE_CSV,2026-09-03 14:15:35 +0800
1150903,2026-09-03,上市,00625K,富邦上証+R,,0.0000,,,,,,,TWSE_CSV,2026-09-03 14:15:35 +0800
