資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1150515","00679B","元大美債20年","26.41","-0.17","26.53","26.55","26.38","40786000","1078917520","6662","26.41","26.42","7353192000","9999.95","0.01"
"1150515","00687B","國泰20年美債","27.45","-0.17","27.60","27.61","27.42","41163000","1130914450","4094","27.44","27.45","5687634927","9999.95","0.01"
"1150515","00687C","國泰20年美債+櫃U","9.21","-0.03","9.21","9.21","9.21","75000","690750","6","9.17","9.20","2012268","9999.95","0.01"
"1150515","00694B","富邦美債1-3","41.42","-0.08","41.50","41.50","41.37","487000","20172090","48","41.41","41.42","86076000","9999.95","0.01"
"1150515","00695B","富邦美債7-10","34.87","-0.13","34.82","34.90","34.82","745000","25979180","166","34.87","34.88","38686000","9999.95","0.01"
"1150515","00696B","富邦美債20年","28.49","-0.17","28.66","28.66","28.46","2264000","64542480","150","28.49","28.50","684681000","9999.95","0.01"
"1150515","00697B","元大美債7-10","35.39","-0.13","35.49","35.49","35.34","444000","15718850","176","35.35","35.39","67212000","9999.95","0.01"
"1150515","00719B","元大美債1-3","30.83","-0.05","30.88","30.88","30.77","2754000","84857280","523","30.80","30.83","539014000","9999.95","0.01"
"1150515","00720B","元大投資級公司債","32.62","-0.17","32.78","32.78","32.62","11537000","377129630","1848","32.61","32.62","4169109000","9999.95","0.01"
"1150515","00722B","群益投資級電信債","35.54","-0.21","35.75","35.75","35.54","3036000","108005800","291","35.54","35.55","1467739000","9999.95","0.01"
"1150515","00723B","群益投資級科技債","30.43","-0.16","30.51","30.51","30.43","261000","7946220","11","30.42","30.43","1520583000","9999.95","0.01"
"1150515","00724B","群益投資級金融債","33.43","-0.17","33.53","33.53","33.40","6453000","215778160","682","33.41","33.44","3079775000","9999.95","0.01"
"1150515","00725B","國泰投資級公司債","34.70","-0.19","34.88","34.88","34.70","5162000","179359520","1031","34.70","34.72","3782706000","9999.95","0.01"
"1150515","00726B","國泰新興投等債","32.62","-0.08","32.61","32.71","32.60","251000","8186060","39","32.60","32.62","1195489000","9999.95","0.01"
"1150515","00727B","國泰優選非投等債","39.17","+0.01","39.20","39.26","39.15","230000","9008840","9","39.14","39.19","56689000","9999.95","0.01"
"1150515","00734B","台新JPM新興債","15.62","-0.05","15.62","15.62","15.62","1000","15620","1","15.62","15.64","26979000","9999.95","0.01"
"1150515","00740B","富邦全球投等債","38.44","-0.15","38.54","38.57","38.41","3509000","134986630","670","38.44","38.45","2072971000","9999.95","0.01"
"1150515","00741B","富邦全球非投等債","37.24","-0.07","36.85","37.36","36.85","110000","4099390","13","37.28","37.33","14628000","9999.95","0.01"
"1150515","00746B","富邦A級公司債","35.14","-0.23","35.35","35.35","35.12","884000","31090220","43","35.12","35.14","2473964000","9999.95","0.01"
"1150515","00749B","凱基新興債10+","31.37","-0.14","31.38","31.38","31.37","101000","3168380","3","31.28","31.32","1106000000","9999.95","0.01"
"1150515","00750B","凱基科技債10+","32.68","-0.17","32.68","32.68","32.68","100000","3268000","2","32.60","32.68","148000000","9999.95","0.01"
"1150515","00751B","元大AAA至A公司債","31.38","-0.17","31.51","31.52","31.35","7281000","228828100","1615","31.37","31.39","5233103000","9999.95","0.01"
"1150515","00754B","群益AAA-AA公司債","33.31","-0.18","33.50","33.50","33.31","197000","6564500","18","33.30","33.63","1309400000","9999.95","0.01"
"1150515","00755B","群益投資級公用債","32.67","-0.15","32.77","32.77","32.63","242000","7903570","45","32.63","32.67","279730000","9999.95","0.01"
"1150515","00756B","群益投等新興公債","31.35","-0.18","31.43","31.48","31.30","338000","10602250","98","31.35","31.39","1484800000","9999.95","0.01"
"1150515","00758B","復華能源債","51.40","-0.25","51.40","51.40","51.40","100000","5140000","2","51.25","51.45","5525000","9999.95","0.01"
"1150515","00759B","復華製藥債","54.30","-0.30","54.30","54.30","54.30","100000","5430000","4","54.15","54.25","47525000","9999.95","0.01"
"1150515","00760B","復華新興企業債","53.90","-0.10","53.90","54.00","53.85","130000","7001900","16","53.80","53.85","435520000","9999.95","0.01"
"1150515","00761B","國泰A級公司債","34.34","-0.21","34.55","34.55","34.32","985000","33860740","90","34.33","34.34","2738089000","9999.95","0.01"
"1150515","00764B","群益25年美債","27.43","-0.18","27.55","27.57","27.40","4020000","110337430","176","27.43","27.44","1591000000","9999.95","0.01"
"1150515","00768B","復華20年美債","49.91","-0.34","50.15","50.15","49.84","385000","19244470","164","49.91","49.92","747600000","9999.95","0.01"
"1150515","00772B","中信高評級公司債","33.40","-0.19","33.58","33.58","33.37","4283000","143179220","850","33.40","33.42","3459290000","9999.95","0.01"
"1150515","00773B","中信優先金融債","35.62","-0.20","35.81","35.81","35.60","846000","30171270","171","35.60","35.62","2562290000","9999.95","0.01"
"1150515","00777B","凱基AAA至A公司債","32.33","-0.18","32.33","32.33","32.33","100000","3233000","2","32.25","32.33","1862150000","9999.95","0.01"
"1150515","00778B","凱基金融債20+","34.18","-0.19","34.19","34.19","34.18","101000","3453180","3","34.15","34.18","1507150000","9999.95","0.01"
"1150515","00779B","凱基美債25+","27.80","-0.17","27.82","27.83","27.78","325000","9034880","12","27.78","27.80","1302150000","9999.95","0.01"
"1150515","00780B","國泰A級金融債","37.24","-0.24","37.30","37.30","37.24","133000","4954360","8","37.24","37.25","268102000","9999.95","0.01"
"1150515","00781B","國泰A級科技債","28.38","-0.07","28.46","28.46","28.38","230000","6528510","26","28.36","28.38","7836000","9999.95","0.01"
"1150515","00782B","國泰A級公用債","30.01","-0.18","30.19","30.19","30.01","130000","3917590","22","30.00","30.01","19467000","9999.95","0.01"
"1150515","00785B","富邦金融投等債","34.58","-0.21","34.62","34.62","34.56","66000","2282020","7","34.54","34.58","1112466000","9999.95","0.01"
