日期,股票代號,股票名稱,收盤價,月平均價
"1150204","0050","元大台灣50","72.90","72.45"
"1150204","0051","元大中型100","107.40","105.77"
"1150204","0052","富邦科技","43.43","43.11"
"1150204","0053","元大電子","161.40","160.23"
"1150204","0055","元大MSCI金融","32.29","32.02"
"1150204","0056","元大高股息","37.84","37.54"
"1150204","0057","富邦摩台","216.45","214.38"
"1150204","0061","元大寶滬深","23.38","23.30"
"1150204","006203","元大MSCI台灣","132.50","131.18"
"1150204","006204","永豐臺灣加權","164.40","162.57"
"1150204","006205","富邦上証","40.66","40.35"
"1150204","006206","元大上證50","37.84","37.56"
"1150204","006207","復華滬深","31.35","31.20"
"1150204","006208","富邦台50","168.85","167.67"
"1150204","00631L","元大台灣50正2","449.05","440.20"
"1150204","00632R","元大台灣50反1","14.73","14.88"
"1150204","00633L","富邦上証正2","47.09","46.77"
"1150204","00634R","富邦上証反1","3.29","3.30"
"1150204","00635U","期元大S&P黃金","54.05","51.69"
"1150204","00636","國泰中國A50","26.58","26.50"
"1150204","00636K","國泰中國A50+U","8.44","8.43"
"1150204","00637L","元大滬深300正2","19.35","19.24"
"1150204","00638R","元大滬深300反1","7.06","7.09"
"1150204","00639","富邦深100","15.29","15.27"
"1150204","00640L","富邦日本正2","88.65","86.78"
"1150204","00641R","富邦日本反1","4.26","4.31"
"1150204","00642U","期元大S&P石油","16.78","16.46"
"1150204","00643","群益深証中小","17.60","17.57"
"1150204","00645","富邦日本","51.10","50.60"
"1150204","00646","元大S&P500","68.60","68.62"
"1150204","00647L","元大S&P500正2","118.10","118.33"
"1150204","00648R","元大S&P500反1","4.33","4.33"
"1150204","00650L","復華香港正2","18.95","18.90"
"1150204","00651R","復華香港反1","5.08","5.10"
"1150204","00652","富邦印度","37.19","36.75"
"1150204","00653L","富邦印度正2","56.30","55.00"
"1150204","00654R","富邦印度反1","6.37","6.45"
"1150204","00655L","國泰中國A50正2","32.66","32.44"
"1150204","00656R","國泰中國A50反1","6.25","6.27"
"1150204","00657","國泰日經225","64.00","63.68"
"1150204","00657K","國泰日經225+U","20.33","20.21"
"1150204","00660","元大歐洲50","43.80","43.60"
"1150204","00661","元大日經225","70.10","69.55"
"1150204","00662","富邦NASDAQ","102.80","103.25"
"1150204","00663L","國泰臺灣加權正2","58.65","57.52"
"1150204","00664R","國泰臺灣加權反1","2.38","2.40"
"1150204","00665L","富邦恒生國企正2","10.94","10.96"
"1150204","00666R","富邦恒生國企反1","8.80","8.77"
"1150204","00668","國泰美國道瓊","56.80","56.62"
"1150204","00668K","國泰美國道瓊+U","17.97","17.95"
"1150204","00669R","國泰美國道瓊反1","5.58","5.62"
"1150204","00670L","富邦NASDAQ正2","160.25","161.82"
"1150204","00671R","富邦NASDAQ反1","2.85","2.84"
"1150204","00673R","期元大S&P原油反1","25.37","25.88"
"1150204","00674R","期元大S&P黃金反1","4.93","5.17"
"1150204","00675L","富邦臺灣加權正2","178.25","174.70"
"1150204","00676R","富邦臺灣加權反1","8.10","8.18"
"1150204","00678","群益那斯達克生技","36.15","35.79"
"1150204","00680L","元大美債20正2","7.11","7.13"
"1150204","00681R","元大美債20反1","20.96","20.95"
"1150204","00682U","期元大美元指數","20.00","20.00"
"1150204","00683L","期元大美元指正2","20.40","20.39"
"1150204","00684R","期元大美元指反1","15.67","15.68"
"1150204","00685L","群益臺灣加權正2","159.85","156.85"
"1150204","00686R","群益臺灣加權反1","1.46","1.47"
"1150204","00688L","國泰20年美債正2","7.08","7.11"
"1150204","00689R","國泰20年美債反1","21.81","21.80"
"1150204","00690","兆豐藍籌30","50.90","50.37"
"1150204","00692","富邦公司治理","64.30","63.90"
"1150204","00693U","期街口S&P黃豆","20.29","20.23"
"1150204","00700","富邦恒生國企","18.39","18.44"
"1150204","00701","國泰股利精選30","28.95","28.77"
"1150204","00702","國泰標普低波高息","23.70","23.64"
"1150204","00703","台新MSCI中國","21.74","21.83"
"1150204","00706L","期元大S&P日圓正2","20.42","20.63"
"1150204","00707R","期元大S&P日圓反1","31.25","31.07"
"1150204","00708L","期元大S&P黃金正2","118.95","109.47"
"1150204","00709","富邦歐洲","38.98","38.88"
"1150204","00710B","復華彭博非投等債","19.13","19.13"
"1150204","00711B","復華彭博新興債","16.32","16.34"
"1150204","00712","復華富時不動產","9.38","9.36"
"1150204","00713","元大台灣高息低波","51.40","51.18"
"1150204","00714","群益道瓊美國地產","20.14","20.25"
"1150204","00715L","期街口布蘭特正2","24.48","23.63"
"1150204","00717","富邦美國特別股","15.17","15.22"
"1150204","00728","第一金工業30","41.72","41.33"
"1150204","00730","富邦臺灣優質高息","22.89","22.83"
"1150204","00731","復華富時高息低波","71.75","71.15"
"1150204","00733","富邦臺灣中小","51.30","50.09"
"1150204","00735","國泰臺韓科技","63.55","62.53"
"1150204","00736","國泰新興市場","29.21","29.07"
"1150204","00737","國泰AI機器人","35.29","35.52"
"1150204","00738U","期元大道瓊白銀","72.00","67.75"
"1150204","00739","元大MSCI A股","27.06","26.90"
"1150204","00752","中信中國50","26.20","26.31"
"1150204","00753L","中信中國50正2","12.41","12.48"
"1150204","00757","統一FANG+","112.85","113.63"
"1150204","00762","元大全球AI","84.30","84.78"
"1150204","00763U","期街口道瓊銅","33.19","32.34"
"1150204","00770","國泰北美科技","53.10","53.58"
"1150204","00771","元大US高息特別股","16.28","16.40"
"1150204","00775B","新光投等債15+","32.90","32.83"
"1150204","00783","富邦中証500","28.15","28.09"
"1150204","00830","國泰費城半導體","56.00","56.23"
"1150204","00850","元大臺灣ESG永續","61.20","60.65"
"1150204","00851","台新全球AI","56.80","57.12"
"1150204","00852L","國泰美國道瓊正2","31.80","31.55"
"1150204","00861","元大全球未來通訊","62.25","61.73"
"1150204","00865B","國泰US短期公債","47.53","47.56"
"1150204","00875","國泰網路資安","36.34","37.03"
"1150204","00876","元大全球5G","59.80","59.48"
"1150204","00878","國泰永續高股息","22.88","22.72"
"1150204","00881","國泰台灣科技龍頭","34.40","34.09"
"1150204","00882","中信中國高股息","15.79","15.53"
"1150204","00885","富邦越南","17.96","17.99"
"1150204","00891","中信關鍵半導體","23.71","23.54"
"1150204","00892","富邦台灣半導體","25.61","25.47"
"1150204","00893","國泰智能電動車","33.95","34.10"
"1150204","00894","中信小資高價30","31.11","30.68"
"1150204","00895","富邦未來車","41.08","41.26"
"1150204","00896","中信綠能及電動車","20.84","20.66"
"1150204","00897","富邦基因免疫生技","9.68","9.61"
"1150204","00898","國泰基因免疫革命","8.23","8.20"
"1150204","00899","FT潔淨能源","23.43","22.95"
"1150204","00900","富邦特選高股息30","14.47","14.34"
"1150204","00901","永豐智能車供應鏈","28.35","28.09"
"1150204","00902","中信電池及儲能","14.24","14.03"
"1150204","00903","富邦元宇宙","17.06","17.24"
"1150204","00904","新光臺灣半導體30","27.57","27.30"
"1150204","00905","FT臺灣Smart","18.93","18.71"
"1150204","00907","永豐優息存股","15.50","15.39"
"1150204","00908","富邦入息REITs+","14.18","14.16"
"1150204","00909","國泰數位支付服務","40.35","40.60"
"1150204","00910","第一金太空衛星","57.60","56.38"
"1150204","00911","兆豐洲際半導體","37.30","37.35"
"1150204","00912","中信臺灣智慧50","23.32","23.10"
"1150204","00913","兆豐台灣晶圓製造","30.20","29.95"
"1150204","00915","凱基優選高股息30","23.67","23.49"
"1150204","00916","國泰全球品牌50","27.06","27.01"
"1150204","00917","中信特選金融","22.01","22.17"
"1150204","00918","大華優利高填息30","23.03","22.85"
"1150204","00919","群益台灣精選高息","23.42","23.27"
"1150204","00920","富邦ESG綠色電力","21.04","20.62"
"1150204","00921","兆豐龍頭等權重","18.33","18.10"
"1150204","00922","國泰台灣領袖50","28.71","28.46"
"1150204","00923","群益台ESG低碳50","29.19","28.91"
"1150204","00924","復華S&P500成長","29.05","29.20"
"1150204","00926","凱基全球菁英55","23.69","23.83"
"1150204","00927","群益半導體收益","24.56","24.43"
"1150204","00929","復華台灣科技優息","19.47","19.36"
"1150204","00930","永豐ESG低碳高息","17.97","17.80"
"1150204","00932","兆豐永續高息等權","14.98","14.88"
"1150204","00934","中信成長高股息","22.15","21.98"
"1150204","00935","野村臺灣新科技50","35.85","35.41"
"1150204","00936","台新永續高息中小","17.34","17.26"
"1150204","00938","凱基優選30","18.47","18.35"
"1150204","00939","統一台灣高息動能","15.56","15.43"
"1150204","00940","元大台灣價值高息","9.72","9.63"
"1150204","00941","中信上游半導體","20.84","20.74"
"1150204","00943","兆豐電子高息等權","15.07","14.86"
"1150204","00944","野村趨勢動能高息","15.06","14.92"
"1150204","00945B","凱基美國非投等債","14.60","14.60"
"1150204","00946","群益科技高息成長","10.04","10.05"
"1150204","00947","台新臺灣IC設計","23.56","23.36"
"1150204","00949","復華日本龍頭","19.36","19.32"
"1150204","00951","台新日本半導體","13.78","13.76"
"1150204","00952","凱基台灣AI50","12.67","12.50"
"1150204","00953B","群益優選非投等債","9.72","9.75"
"1150204","00954","中信日本半導體","14.79","14.79"
"1150204","00956","中信日經高股息","12.36","12.16"
"1150204","00960","野村全球航運龍頭","15.61","15.51"
"1150204","00961","FT臺灣永續高息","10.01","9.94"
"1150204","00962","台新AI優息動能","11.24","11.16"
"1150204","00963","中信全球高股息","12.25","12.16"
"1150204","00964","中信亞太高股息","13.05","12.87"
"1150204","00965","元大航太防衛科技","25.73","25.53"
"1150204","00971","野村美國研發龍頭","15.75","15.87"
"1150204","00972","野村日本動能高息","19.59","19.36"
"1150204","009800","中信NASDAQ","11.14","11.19"
"1150204","009801","中信美國創新科技","10.87","10.95"
"1150204","009802","富邦旗艦50","12.47","12.32"
"1150204","009803","保德信市值動能50","14.77","14.60"
"1150204","009804","聯邦台精彩50","16.17","16.01"
"1150204","009805","新光美國電力基建","14.00","13.67"
"1150204","009808","華南永昌優選50","21.85","21.65"
"1150204","009809","富邦淨零ESG50","11.78","11.70"
"1150204","00980A","主動野村臺灣優選","16.66","16.40"
"1150204","009810","保德信全球藍籌","18.98","18.97"
"1150204","009811","統一美國50","11.70","11.73"
"1150204","009812","野村日本東證","11.52","11.45"
"1150204","009813","貝萊德標普卓越50","10.48","10.50"
"1150204","009816","凱基台灣TOP50","10.29","10.28"
"1150204","00981A","主動統一台股增長","18.58","18.18"
"1150204","00981T","平衡凱基雙核收息","11.11","11.08"
"1150204","00982A","主動群益台灣強棒","15.57","15.36"
"1150204","00982D","主動富邦動態入息","10.14","10.16"
"1150204","00982T","平衡兆豐台美動能","11.08","10.99"
"1150204","00983A","主動中信ARK創新","11.25","11.35"
"1150204","00983D","主動富邦複合收益","10.28","10.29"
"1150204","00984A","主動安聯台灣高息","12.01","11.87"
"1150204","00984D","主動聯博全球非投","10.01","10.01"
"1150204","00985A","主動野村台灣50","15.10","14.94"
"1150204","00985B","群益ESG投等債0-5","10.33","10.35"
"1150204","00986A","主動台新龍頭成長","11.99","11.97"
"1150204","00987A","主動台新優勢成長","10.47","10.31"
"1150204","00988A","主動統一全球創新","12.09","11.82"
"1150204","00989A","主動摩根美國科技","14.52","14.69"
"1150204","00990A","主動元大AI新經濟","11.61","11.36"
"1150204","00991A","主動復華未來50","11.89","11.67"
"1150204","00992A","主動群益科技創新","11.61","11.45"
"1150204","00993A","主動安聯台灣","10.00","9.95"
"1150204","00994A","主動第一金台股優","11.01","10.79"
"1150204","00995A","主動中信台灣卓越","10.64","10.46"
"1150204","01001T","土銀富邦R1","11.81","11.80"
"1150204","01002T","土銀國泰R1","14.73","14.68"
"1150204","01004T","土銀富邦R2","11.00","11.03"
"1150204","01007T","兆豐國泰R2","13.68","13.66"
"1150204","01009T","王道圓滿R1","5.99","6.01"
"1150204","01010T","京城樂富R1","10.05","10.04"
