日期,股票代號,股票名稱,收盤價,月平均價
"1150310","0050","元大台灣50","75.20","76.82"
"1150310","0051","元大中型100","104.80","106.51"
"1150310","0052","富邦科技","44.56","45.55"
"1150310","0053","元大電子","165.85","169.01"
"1150310","0055","元大MSCI金融","32.12","32.90"
"1150310","0056","元大高股息","37.88","38.48"
"1150310","0057","富邦摩台","221.80","225.96"
"1150310","0061","元大寶滬深","23.60","23.58"
"1150310","006203","元大MSCI台灣","135.05","138.41"
"1150310","006204","永豐臺灣加權","167.40","171.21"
"1150310","006205","富邦上証","41.03","41.06"
"1150310","006206","元大上證50","37.23","37.40"
"1150310","006207","復華滬深","31.76","31.57"
"1150310","006208","富邦台50","174.00","177.97"
"1150310","00625K","富邦上証+R","","8.91"
"1150310","00631L","元大台灣50正2","449.85","474.01"
"1150310","00632R","元大台灣50反1","14.48","14.21"
"1150310","00633L","富邦上証正2","46.07","45.76"
"1150310","00634R","富邦上証反1","3.29","3.30"
"1150310","00635U","期元大S&P黃金","54.85","55.15"
"1150310","00636","國泰中國A50","26.62","26.42"
"1150310","00636K","國泰中國A50+U","8.44","8.39"
"1150310","00637L","元大滬深300正2","18.99","18.83"
"1150310","00638R","元大滬深300反1","7.12","7.15"
"1150310","00639","富邦深100","15.68","15.44"
"1150310","00640L","富邦日本正2","87.35","90.42"
"1150310","00641R","富邦日本反1","4.25","4.20"
"1150310","00642U","期元大S&P石油","23.35","21.84"
"1150310","00643","群益深証中小","18.40","18.17"
"1150310","00643K","群益深証中小+R","","3.99"
"1150310","00645","富邦日本","51.10","51.85"
"1150310","00646","元大S&P500","67.80","67.68"
"1150310","00647L","元大S&P500正2","112.90","113.15"
"1150310","00648R","元大S&P500反1","4.43","4.42"
"1150310","00650L","復華香港正2","17.55","17.25"
"1150310","00651R","復華香港反1","5.30","5.33"
"1150310","00652","富邦印度","34.64","35.00"
"1150310","00653L","富邦印度正2","48.93","50.16"
"1150310","00654R","富邦印度反1","6.79","6.72"
"1150310","00655L","國泰中國A50正2","31.96","31.69"
"1150310","00656R","國泰中國A50反1","6.31","6.33"
"1150310","00657","國泰日經225","63.65","64.96"
"1150310","00657K","國泰日經225+U","19.93","20.50"
"1150310","00660","元大歐洲50","42.02","42.68"
"1150310","00661","元大日經225","69.75","71.31"
"1150310","00662","富邦NASDAQ","101.60","100.69"
"1150310","00663L","國泰臺灣加權正2","58.75","62.00"
"1150310","00664R","國泰臺灣加權反1","2.34","2.30"
"1150310","00665L","富邦恒生國企正2","9.93","9.74"
"1150310","00666R","富邦恒生國企反1","9.12","9.21"
"1150310","00668","國泰美國道瓊","55.30","55.59"
"1150310","00668K","國泰美國道瓊+U","17.44","17.65"
"1150310","00669R","國泰美國道瓊反1","5.80","5.75"
"1150310","00670L","富邦NASDAQ正2","152.90","151.20"
"1150310","00671R","富邦NASDAQ反1","2.91","2.93"
"1150310","00673R","期元大S&P原油反1","18.63","20.08"
"1150310","00674R","期元大S&P黃金反1","4.82","4.78"
"1150310","00675L","富邦臺灣加權正2","178.45","188.10"
