日期,西元日期,市場,股票代號,股票名稱,收盤價,漲跌,開盤價,最高價,最低價,成交股數,成交金額,成交筆數,資料來源,下載時間
1150525,2026/5/25,上市,00400A,主動國泰動能高息,14.57,0.67,14.23,14.59,14.23,60619536,878466175,11288,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00401A,主動摩根台灣鑫收,13.59,0.51,13.36,13.62,13.36,11638016,157887048,1428,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00403A,主動統一升級50,10.58,0.38,10.4,10.62,10.38,720434011,7580244670,122220,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0050,元大台灣50,100.8,3.5,99.55,101,99.55,129483256,13010032076,107787,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0051,元大中型100,140.65,4.25,138.45,141.2,138.45,135683,19061964,2091,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0052,富邦科技,59.6,1.95,58.9,59.95,58.9,46477310,2769458194,18301,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0053,元大電子,235.35,9.5,229.7,235.35,229.7,45590,10646563,285,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0055,元大MSCI金融,33.95,0.05,33.88,33.95,33.7,687733,23238721,591,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0056,元大高股息,48.35,2,47.51,48.41,47.51,64623589,3105784849,40270,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0057,富邦摩台,298.35,8.95,298.55,299.7,296.95,148277,44346208,138,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,0061,元大寶滬深,24.83,0.14,24.79,24.99,24.79,325822,8101603,193,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,006203,元大MSCI台灣,183.65,6.4,182.1,183.65,182.1,11788,2152672,143,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,006204,永豐臺灣加權,218,6.35,217.75,218,217.6,35816,7798548,134,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,006205,富邦上証,41.06,0.34,40.67,41.26,40.67,717648,29509271,275,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,006206,元大上證50,36.71,0.14,36.58,37.07,36.58,74402,2732162,148,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,006207,復華滬深,33.38,0.39,33.16,33.41,33.16,154426,5147625,125,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,006208,富邦台50,233.15,8.1,230.25,234,230.15,7505248,1746925483,12994,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00625K,富邦上証+R,,0,,,,,,,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00631L,元大台灣50正2,34.56,2,33.86,34.82,33.86,203869686,7017265372,55056,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00632R,元大台灣50反1,10.68,-0.4,10.84,10.84,10.68,183839905,1975286517,20422,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00633L,富邦上証正2,51.55,0.85,50.75,52.1,50.75,2564617,132174210,499,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00634R,富邦上証反1,3.09,-0.02,3.1,3.1,3.07,435000,1343820,10,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00635U,期元大S&P黃金,47.66,0.31,47.76,47.8,47.66,3683984,175787110,2817,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00636,國泰中國A50,28.33,0.25,28.08,28.49,28.08,1121005,31793507,294,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00636K,國泰中國A50+U,9.08,0.12,9.08,9.08,9.08,200,1816,2,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00637L,元大滬深300正2,21.18,0.27,20.9,21.43,20.9,30307203,643039322,3622,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00638R,元大滬深300反1,6.58,-0.07,6.6,6.6,6.56,72450,476134,23,TWSE_CSV,2026-05-25 18:10:56 +0800
1150525,2026/5/25,上市,00639,富邦深100,17.94,0.24,17.77,18.05,17.77,1475786,26450263,354,TWSE_CSV,2026-05-25 18:10:56 +0800
