日期,股票代號,股票名稱,收盤價,月平均價
"1150410","00400A","主動國泰動能高息","11.14","11.02"
"1150410","00401A","主動摩根台灣鑫收","10.61","10.61"
"1150410","0050","元大台灣50","80.75","77.30"
"1150410","0051","元大中型100","115.45","111.67"
"1150410","0052","富邦科技","47.94","45.81"
"1150410","0053","元大電子","182.75","173.72"
"1150410","0055","元大MSCI金融","33.10","32.91"
"1150410","0056","元大高股息","39.41","38.59"
"1150410","0057","富邦摩台","240.45","229.80"
"1150410","0061","元大寶滬深","23.70","23.25"
"1150410","006203","元大MSCI台灣","147.35","140.87"
"1150410","006204","永豐臺灣加權","178.30","172.12"
"1150410","006205","富邦上証","40.08","39.59"
"1150410","006206","元大上證50","36.83","36.49"
"1150410","006207","復華滬深","31.92","31.22"
"1150410","006208","富邦台50","187.30","179.43"
"1150410","00625K","富邦上証+R","","8.49"
"1150410","00631L","元大台灣50正2","23.70","21.85"
"1150410","00632R","元大台灣50反1","13.23","13.83"
"1150410","00633L","富邦上証正2","48.26","46.64"
"1150410","00634R","富邦上証反1","3.20","3.28"
"1150410","00635U","期元大S&P黃金","50.10","49.72"
"1150410","00636","國泰中國A50","27.48","27.02"
"1150410","00636K","國泰中國A50+U","8.75","8.53"
"1150410","00637L","元大滬深300正2","19.93","19.28"
"1150410","00638R","元大滬深300反1","6.90","7.04"
"1150410","00639","富邦深100","16.32","15.72"
"1150410","00640L","富邦日本正2","92.55","90.25"
"1150410","00641R","富邦日本反1","4.05","4.12"
"1150410","00642U","期元大S&P石油","27.30","28.07"
"1150410","00643","群益深証中小","18.56","17.93"
"1150410","00643K","群益深証中小+R","","3.80"
"1150410","00645","富邦日本","52.80","52.09"
"1150410","00646","元大S&P500","68.15","66.85"
"1150410","00647L","元大S&P500正2","113.15","108.58"
"1150410","00648R","元大S&P500反1","4.39","4.50"
"1150410","00650L","復華香港正2","17.57","17.09"
"1150410","00651R","復華香港反1","5.22","5.31"
"1150410","00652","富邦印度","33.95","33.02"
"1150410","00653L","富邦印度正2","47.03","44.61"
"1150410","00654R","富邦印度反1","6.79","7.03"
"1150410","00655L","國泰中國A50正2","33.65","32.47"
"1150410","00656R","國泰中國A50反1","6.10","6.23"
"1150410","00657","國泰日經225","67.05","64.67"
"1150410","00657K","國泰日經225+U","21.30","20.36"
"1150410","00660","元大歐洲50","43.32","42.11"
"1150410","00661","元大日經225","73.60","70.89"
"1150410","00662","富邦NASDAQ","102.60","99.98"
"1150410","00663L","國泰臺灣加權正2","68.00","62.67"
"1150410","00664R","國泰臺灣加權反1","2.15","2.24"
"1150410","00665L","富邦恒生國企正2","9.84","9.64"
"1150410","00666R","富邦恒生國企反1","9.01","9.16"
"1150410","00668","國泰美國道瓊","55.85","54.79"
"1150410","00668K","國泰美國道瓊+U","17.66","17.19"
"1150410","00669R","國泰美國道瓊反1","5.72","5.86"
"1150410","00670L","富邦NASDAQ正2","153.35","145.46"
"1150410","00671R","富邦NASDAQ反1","2.89","2.97"
"1150410","00673R","期元大S&P原油反1","13.64","14.90"
"1150410","00674R","期元大S&P黃金反1","5.20","5.24"
"1150410","00675L","富邦臺灣加權正2","205.90","190.05"
"1150410","00676R","富邦臺灣加權反1","7.29","7.62"
"1150410","00678","群益那斯達克生技","36.23","35.91"
"1150410","00680L","元大美債20正2","7.10","7.12"
"1150410","00681R","元大美債20反1","20.91","20.93"
"1150410","00682U","期元大美元指數","20.14","20.39"
"1150410","00683L","期元大美元指正2","21.11","21.33"
"1150410","00684R","期元大美元指反1","15.35","15.29"
"1150410","00685L","群益臺灣加權正2","185.40","171.11"
"1150410","00686R","群益臺灣加權反1","1.31","1.37"
"1150410","00688L","國泰20年美債正2","7.09","7.11"
"1150410","00689R","國泰20年美債反1","21.81","21.84"
"1150410","00690","兆豐藍籌30","56.15","53.48"
"1150410","00692","富邦公司治理","71.10","68.20"
"1150410","00693U","期街口S&P黃豆","22.04","22.01"
"1150410","00700","富邦恒生國企","17.62","17.45"
"1150410","00701","國泰股利精選30","29.32","29.13"
"1150410","00702","國泰標普低波高息","23.87","23.81"
"1150410","00703","台新MSCI中國","20.54","20.35"
"1150410","00706L","期元大S&P日圓正2","19.45","19.52"
"1150410","00707R","期元大S&P日圓反1","32.04","32.02"
"1150410","00708L","期元大S&P黃金正2","101.35","99.64"
"1150410","00709","富邦歐洲","38.33","37.44"
"1150410","00710B","復華彭博非投等債","18.99","18.94"
"1150410","00711B","復華彭博新興債","16.11","16.03"
"1150410","00712","復華富時不動產","8.89","8.76"
"1150410","00713","元大台灣高息低波","52.50","51.98"
"1150410","00714","群益道瓊美國地產","21.02","20.63"
"1150410","00715L","期街口布蘭特正2","48.73","55.25"
"1150410","00717","富邦美國特別股","15.01","14.95"
"1150410","00728","第一金工業30","46.97","45.06"
"1150410","00730","富邦臺灣優質高息","23.63","22.79"
"1150410","00731","復華富時高息低波","71.70","71.36"
"1150410","00733","富邦臺灣中小","61.40","57.92"
"1150410","00735","國泰臺韓科技","72.90","69.03"
"1150410","00736","國泰新興市場","29.09","28.26"
"1150410","00737","國泰AI機器人","33.06","32.87"
"1150410","00738U","期元大道瓊白銀","61.70","60.48"
"1150410","00739","元大MSCI A股","27.48","26.92"
"1150410","00752","中信中國50","24.25","24.03"
"1150410","00753L","中信中國50正2","10.66","10.41"
"1150410","00757","統一FANG+","111.35","108.12"
"1150410","00762","元大全球AI","85.60","83.10"
"1150410","00763U","期街口道瓊銅","31.33","30.78"
"1150410","00770","國泰北美科技","52.90","51.50"
"1150410","00771","元大US高息特別股","16.09","16.04"
"1150410","00775B","新光投等債15+","32.60","32.66"
"1150410","00783","富邦中証500","28.39","27.61"
"1150410","00830","國泰費城半導體","61.15","57.14"
"1150410","00850","元大臺灣ESG永續","66.80","64.18"
"1150410","00851","台新全球AI","56.95","55.48"
"1150410","00852L","國泰美國道瓊正2","29.89","28.77"
"1150410","00861","元大全球未來通訊","69.65","66.30"
"1150410","00865B","國泰US短期公債","48.09","48.29"
"1150410","00875","國泰網路資安","38.23","38.82"
"1150410","00876","元大全球5G","69.20","64.70"
"1150410","00878","國泰永續高股息","23.02","22.58"
"1150410","00881","國泰台灣科技龍頭","40.13","38.01"
"1150410","00882","中信中國高股息","15.81","15.63"
"1150410","00885","富邦越南","18.11","17.75"
"1150410","00891","中信關鍵半導體","25.83","24.68"
"1150410","00892","富邦台灣半導體","31.90","30.27"
"1150410","00893","國泰智能電動車","35.24","34.05"
