日期,西元日期,市場,股票代號,股票名稱,收盤價,漲跌,開盤價,最高價,最低價,成交股數,成交金額,成交筆數,資料來源,下載時間
1150615,2026-06-15,上市,00400A,主動國泰動能高息,14.63,0.3900,14.75,14.80,14.58,37876000,555458130,4884,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00401A,主動摩根台灣鑫收,13.70,0.1600,13.82,13.93,13.69,13968000,192672960,800,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00402A,主動安聯美國科技,9.92,0.2900,9.81,9.93,9.81,25403000,250899540,4974,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00403A,主動統一升級50,10.61,0.3600,10.54,10.65,10.52,820358000,8687155860,84807,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00404A,主動聯博動能50,10.00,0.1700,10.02,10.09,10.00,17823000,178835930,2337,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00405A,主動富邦台灣龍耀,9.34,0.1900,9.43,9.44,9.33,127898000,1198409510,17699,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00406A,主動中信台灣收益,10.07,0.2100,10.03,10.13,10.00,63506000,639432190,5455,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0050,元大台灣50,105.25,3.3000,105.10,105.50,104.30,95642000,10047147300,42911,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0051,元大中型100,142.50,2.2500,142.80,144.00,142.30,74000,10580050,58,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0052,富邦科技,61.60,2.0000,61.35,61.60,60.90,30760000,1886706600,9571,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0053,元大電子,240.90,6.9500,240.15,241.00,239.00,19000,4557250,12,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0055,元大MSCI金融,41.00,1.2800,40.63,41.15,40.60,940000,38419540,284,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0056,元大高股息,51.50,0.9000,51.85,52.00,51.30,32772000,1691144900,12325,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0057,富邦摩台,311.60,9.5500,310.45,311.60,309.30,9000,2796050,7,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,0061,元大寶滬深,25.21,0.3800,25.00,25.27,24.96,366000,9213840,123,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,006203,元大MSCI台灣,190.10,3.7500,190.60,190.95,189.65,9000,1712250,9,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,006204,永豐臺灣加權,227.00,5.0500,226.30,227.00,226.10,22000,4977300,4,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,006205,富邦上証,41.05,0.1000,40.80,41.33,40.80,242000,9952670,54,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,006206,元大上證50,37.18,0.2600,36.92,37.48,36.92,44000,1639300,23,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,006207,復華滬深,33.57,0.1500,33.44,33.66,33.34,410000,13737930,18,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,006208,富邦台50,244.10,8.0000,243.70,244.35,241.55,6278000,1529539500,2010,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00625K,富邦上証+R,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00631L,元大台灣50正2,37.07,2.2400,36.77,37.12,36.55,273133000,10084151640,58287,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00632R,元大台灣50反1,10.23,-0.3200,10.26,10.29,10.16,136956000,1401296970,13129,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00633L,富邦上証正2,53.00,0.4000,52.95,53.60,52.80,2608000,138819050,317,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00634R,富邦上証反1,3.02,-0.0300,3.04,3.04,3.01,540000,1632950,24,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00635U,期元大S&P黃金,45.23,1.5000,44.68,45.30,44.68,4761000,214554000,2030,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00636,國泰中國A50,28.96,0.0200,28.98,29.11,28.94,360000,10454370,97,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00636K,國泰中國A50+U,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00637L,元大滬深300正2,21.88,0.1400,21.93,22.11,21.80,25368000,556355710,2444,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00638R,元大滬深300反1,6.45,-0.0500,6.49,6.49,6.43,189000,1219320,28,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00639,富邦深100,18.06,0.1600,17.88,18.09,17.80,625000,11246690,136,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00640L,富邦日本正2,104.35,5.7000,104.00,105.60,104.00,387000,40513100,158,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00641R,富邦日本反1,3.78,-0.1100,3.82,3.82,3.76,2830000,10668260,208,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00642U,期元大S&P石油,25.86,-1.7800,25.99,26.00,25.69,12939000,334864910,2999,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00643,群益深証中小,19.71,0.1500,19.61,19.72,19.40,2944000,57916460,136,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00643K,群益深証中小+R,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00645,富邦日本,56.35,1.5500,56.20,56.90,56.20,396000,22452200,84,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00646,元大S&P500,74.50,0.9500,74.30,74.60,74.30,2770000,206357850,1062,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00647L,元大S&P500正2,134.85,3.6500,132.50,134.85,132.50,60000,8064500,24,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00648R,元大S&P500反1,3.97,-0.0800,4.00,4.00,3.97,320000,1273310,79,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00650L,復華香港正2,16.27,0.1100,16.39,16.54,16.22,5382000,88078570,666,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00651R,復華香港反1,5.33,-0.0500,5.36,5.36,5.29,498000,2644360,30,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00652,富邦印度,32.66,0.8800,32.11,32.66,32.11,375000,12184660,176,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00653L,富邦印度正2,46.16,2.2600,45.30,46.30,45.30,531000,24390010,235,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00654R,富邦印度反1,6.76,-0.2200,6.93,6.93,6.75,167000,1131920,32,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00655L,國泰中國A50正2,37.03,0.3300,37.05,37.35,36.75,2148000,79465780,221,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00656R,國泰中國A50反1,5.71,-0.0400,5.74,5.74,5.69,925000,5280340,21,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00657,國泰日經225,80.80,3.0500,81.15,81.40,80.80,34000,2755400,21,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00657K,國泰日經225+U,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00660,元大歐洲50,45.56,0.7100,45.50,45.71,45.42,12000,546190,12,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00661,元大日經225,89.30,3.4500,89.15,89.75,89.15,86000,7690650,56,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00662,富邦NASDAQ,122.45,2.4000,122.20,122.50,122.10,5039000,616101300,1538,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00663L,國泰臺灣加權正2,107.60,6.1500,108.10,108.45,106.50,12628000,1359280800,4157,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00664R,國泰臺灣加權反1,1.65,-0.0500,1.65,1.66,1.64,32352000,53425530,1058,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00665L,富邦恒生國企正2,9.30,0.0400,9.38,9.47,9.25,21025000,196981850,1234,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00666R,富邦恒生國企反1,9.19,-0.0200,9.21,9.21,9.13,102000,935830,14,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00668,國泰美國道瓊,59.50,0.5500,59.35,59.50,59.35,25000,1486300,13,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00668K,國泰美國道瓊+U,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00669R,國泰美國道瓊反1,5.32,-0.0900,5.33,5.33,5.31,878000,4670010,199,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00670L,富邦NASDAQ正2,216.90,9.9000,215.45,216.90,215.20,891000,192380400,446,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00671R,富邦NASDAQ反1,2.37,-0.0700,2.39,2.39,2.37,7867000,18688370,318,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00673R,期元大S&P原油反1,13.98,0.7400,13.94,14.08,13.92,35951000,502884500,3631,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00674R,期元大S&P黃金反1,28.35,-1.1200,28.68,28.68,28.35,408000,11620600,152,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00675L,富邦臺灣加權正2,325.85,18.3000,327.70,328.60,322.70,2056000,670755600,992,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00676R,富邦臺灣加權反1,5.63,-0.1800,5.61,5.66,5.61,11005000,61931050,663,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00678,群益那斯達克生技,36.42,0.4300,36.40,36.42,36.37,370000,13464390,30,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00680L,元大美債20正2,7.03,0.0600,7.02,7.05,7.01,12478000,87737190,755,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00681R,元大美債20反1,20.84,-0.1700,20.92,20.92,20.82,488000,10166370,14,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00682U,期元大美元指數,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00683L,期元大美元指正2,21.25,-0.1800,21.34,21.41,21.25,101000,2154750,15,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00684R,期元大美元指反1,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00685L,群益臺灣加權正2,295.95,18.3500,296.40,296.55,291.70,5239000,1545430900,2465,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00686R,群益臺灣加權反1,1.02,-0.0300,1.01,1.02,1.00,8155000,8224070,299,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00688L,國泰20年美債正2,7.01,0.0600,7.01,7.03,7.00,3579000,25100860,269,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00689R,國泰20年美債反1,21.77,-0.1500,21.75,21.77,21.75,171000,3721480,12,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00690,兆豐藍籌30,80.25,2.6000,80.25,80.85,79.85,564000,45348750,211,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00692,富邦公司治理,91.05,2.4500,91.25,91.40,90.65,1315000,119885150,375,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00693U,期街口S&P黃豆,20.64,-0.0600,20.65,20.68,20.59,580000,11970730,166,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00700,富邦恒生國企,16.91,-0.0400,17.04,17.10,16.88,191000,3247650,46,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00701,國泰股利精選30,37.62,0.9100,37.45,37.94,37.45,613000,23118000,227,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00702,國泰標普低波高息,24.70,0.1900,24.60,24.70,24.60,5000,123230,5,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00703,台新MSCI中國,19.36,-0.0400,19.40,19.42,19.35,8000,155040,8,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00706L,期元大S&P日圓正2,19.05,0.0700,19.01,19.06,18.99,2858000,54352220,501,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00707R,期元大S&P日圓反1,,0.0000,,,,,,,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00708L,期元大S&P黃金正2,81.35,5.0000,80.20,81.50,79.70,4939000,398497800,1847,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00709,富邦歐洲,39.88,0.6800,39.57,39.88,39.57,97000,3852490,48,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00710B,復華彭博非投等債,19.00,-0.0400,19.04,19.04,18.99,251000,4768190,49,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00711B,復華彭博新興債,16.25,0.1000,16.24,16.25,16.24,113000,1835160,15,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00712,復華富時不動產,8.86,0.0600,8.83,8.86,8.81,36430000,322169900,4031,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00713,元大台灣高息低波,60.55,0.7500,60.60,60.75,60.20,7147000,432588000,2396,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00714,群益道瓊美國地產,22.04,0.2000,21.88,22.05,21.88,165000,3635440,40,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00715L,期街口布蘭特正2,42.60,-5.4800,42.85,43.17,42.15,22831000,974839650,5745,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00717,富邦美國特別股,15.04,0.1000,14.94,15.04,14.94,652000,9777530,78,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00728,第一金工業30,63.60,1.9500,62.00,63.95,62.00,114000,7247750,50,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00730,富邦臺灣優質高息,29.52,0.2900,29.69,29.75,29.51,316000,9363350,88,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00731,復華富時高息低波,87.30,1.8000,86.85,87.40,86.85,647000,56439800,52,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00733,富邦臺灣中小,73.90,2.9500,73.35,74.30,73.15,1118000,82469050,226,TWSE_CSV,2026-06-15 14:15:01 +0800
1150615,2026-06-15,上市,00735,國泰臺韓科技,113.00,3.2000,113.85,114.10,112.30,2722000,307643200,1412,TWSE_CSV,2026-06-15 14:15:01 +0800
