日期,股票代號,股票名稱,收盤價,月平均價
"1150420","00400A","主動國泰動能高息","12.13","11.49"
"1150420","00401A","主動摩根台灣鑫收","11.51","11.04"
"1150420","0050","元大台灣50","84.55","80.45"
"1150420","0051","元大中型100","122.65","115.50"
"1150420","0052","富邦科技","49.20","47.69"
"1150420","0053","元大電子","194.45","182.02"
"1150420","0055","元大MSCI金融","33.55","33.10"
"1150420","0056","元大高股息","41.47","39.54"
"1150420","0057","富邦摩台","251.70","238.91"
"1150420","0061","元大寶滬深","24.14","23.65"
"1150420","006203","元大MSCI台灣","155.15","146.74"
"1150420","006204","永豐臺灣加權","187.95","178.34"
"1150420","006205","富邦上証","40.18","39.88"
"1150420","006206","元大上證50","36.82","36.69"
"1150420","006207","復華滬深","32.47","31.74"
"1150420","006208","富邦台50","196.00","186.52"
"1150420","00625K","富邦上証+R","","8.49"
"1150420","00631L","元大台灣50正2","25.99","23.54"
"1150420","00632R","元大台灣50反1","12.62","13.32"
"1150420","00633L","富邦上証正2","50.70","48.30"
"1150420","00634R","富邦上証反1","3.13","3.22"
"1150420","00635U","期元大S&P黃金","50.25","50.05"
"1150420","00636","國泰中國A50","28.11","27.48"
"1150420","00636K","國泰中國A50+U","8.89","8.69"
"1150420","00637L","元大滬深300正2","20.94","19.95"
"1150420","00638R","元大滬深300反1","6.70","6.91"
"1150420","00639","富邦深100","16.93","16.20"
"1150420","00640L","富邦日本正2","93.80","91.90"
"1150420","00641R","富邦日本反1","4.01","4.08"
"1150420","00642U","期元大S&P石油","26.52","27.67"
"1150420","00643","群益深証中小","19.09","18.40"
"1150420","00643K","群益深証中小+R","","3.80"
"1150420","00645","富邦日本","53.20","52.59"
"1150420","00646","元大S&P500","70.05","68.02"
"1150420","00647L","元大S&P500正2","120.90","112.95"
"1150420","00648R","元大S&P500反1","4.21","4.40"
"1150420","00650L","復華香港正2","17.99","17.36"
"1150420","00651R","復華香港反1","5.12","5.25"
"1150420","00652","富邦印度","34.13","33.45"
"1150420","00653L","富邦印度正2","48.36","46.06"
"1150420","00654R","富邦印度反1","6.65","6.88"
"1150420","00655L","國泰中國A50正2","35.44","33.66"
"1150420","00656R","國泰中國A50反1","5.90","6.10"
"1150420","00657","國泰日經225","69.25","66.62"
"1150420","00657K","國泰日經225+U","22.09","21.08"
"1150420","00660","元大歐洲50","43.47","42.66"
"1150420","00661","元大日經225","76.00","73.08"
"1150420","00662","富邦NASDAQ","107.40","102.58"
"1150420","00663L","國泰臺灣加權正2","74.30","67.47"
"1150420","00664R","國泰臺灣加權反1","2.04","2.16"
"1150420","00665L","富邦恒生國企正2","10.32","9.83"
"1150420","00666R","富邦恒生國企反1","8.82","9.06"
"1150420","00668","國泰美國道瓊","56.40","55.31"
"1150420","00668K","國泰美國道瓊+U","18.06","17.46"
"1150420","00669R","國泰美國道瓊反1","5.61","5.77"
"1150420","00670L","富邦NASDAQ正2","170.30","154.04"
"1150420","00671R","富邦NASDAQ反1","2.73","2.88"
"1150420","00673R","期元大S&P原油反1","14.14","14.33"
"1150420","00675L","富邦臺灣加權正2","225.45","204.59"
"1150420","00676R","富邦臺灣加權反1","6.95","7.34"
"1150420","00678","群益那斯達克生技","36.83","36.14"
"1150420","00680L","元大美債20正2","7.08","7.11"
"1150420","00681R","元大美債20反1","20.85","20.90"
"1150420","00682U","期元大美元指數","","20.28"
"1150420","00683L","期元大美元指正2","20.81","21.08"
"1150420","00684R","期元大美元指反1","","15.35"
"1150420","00685L","群益臺灣加權正2","202.95","184.27"
"1150420","00686R","群益臺灣加權反1","1.24","1.32"
"1150420","00688L","國泰20年美債正2","7.07","7.09"
"1150420","00689R","國泰20年美債反1","21.73","21.81"
"1150420","00690","兆豐藍籌30","61.05","56.30"
