日期,股票代號,股票名稱,收盤價,月平均價
"1150522","00400A","主動國泰動能高息","13.90","13.57"
"1150522","00401A","主動摩根台灣鑫收","13.08","12.60"
"1150522","00403A","主動統一升級50","10.20","10.07"
"1150522","0050","元大台灣50","97.30","95.60"
"1150522","0051","元大中型100","136.40","131.36"
"1150522","0052","富邦科技","57.65","56.22"
"1150522","0053","元大電子","225.85","220.54"
"1150522","0055","元大MSCI金融","33.90","33.78"
"1150522","0056","元大高股息","46.35","44.56"
"1150522","0057","富邦摩台","289.40","285.25"
"1150522","0061","元大寶滬深","24.69","24.94"
"1150522","006203","元大MSCI台灣","177.25","174.27"
"1150522","006204","永豐臺灣加權","211.65","205.96"
"1150522","006205","富邦上証","40.72","41.41"
"1150522","006206","元大上證50","36.57","37.50"
"1150522","006207","復華滬深","32.99","33.41"
"1150522","006208","富邦台50","225.05","221.38"
"1150522","00625K","富邦上証+R","8.88","8.99"
"1150522","00631L","元大台灣50正2","32.56","31.62"
"1150522","00632R","元大台灣50反1","11.08","11.35"
"1150522","00633L","富邦上証正2","50.70","52.50"
"1150522","00634R","富邦上証反1","3.11","3.07"
"1150522","00635U","期元大S&P黃金","47.35","48.34"
"1150522","00636","國泰中國A50","28.08","28.59"
"1150522","00636K","國泰中國A50+U","8.96","9.08"
"1150522","00637L","元大滬深300正2","20.91","21.67"
"1150522","00638R","元大滬深300反1","6.65","6.56"
"1150522","00639","富邦深100","17.70","17.71"
"1150522","00640L","富邦日本正2","99.70","96.40"
"1150522","00641R","富邦日本反1","3.91","3.97"
"1150522","00642U","期元大S&P石油","30.88","30.89"
"1150522","00643","群益深証中小","20.18","20.28"
"1150522","00643K","群益深証中小+R","","4.36"
"1150522","00645","富邦日本","54.85","53.93"
"1150522","00646","元大S&P500","74.25","73.12"
"1150522","00647L","元大S&P500正2","133.85","130.46"
"1150522","00648R","元大S&P500反1","4.01","4.06"
"1150522","00650L","復華香港正2","17.24","17.72"
"1150522","00651R","復華香港反1","5.21","5.15"
"1150522","00652","富邦印度","32.29","32.49"
