日期,股票代號,股票名稱,收盤價,月平均價
"1150402","0050","元大台灣50","73.95","74.70"
"1150402","0051","元大中型100","108.05","108.40"
"1150402","0052","富邦科技","43.82","44.27"
"1150402","0053","元大電子","165.95","167.05"
"1150402","0055","元大MSCI金融","32.52","32.55"
"1150402","0056","元大高股息","37.82","37.97"
"1150402","0057","富邦摩台","219.45","222.40"
"1150402","0061","元大寶滬深","23.03","23.10"
"1150402","006203","元大MSCI台灣","135.00","136.03"
"1150402","006204","永豐臺灣加權","166.05","167.25"
"1150402","006205","富邦上証","39.24","39.43"
"1150402","006206","元大上證50","36.25","36.40"
"1150402","006207","復華滬深","30.86","30.98"
"1150402","006208","富邦台50","171.60","173.45"
"1150402","00625K","富邦上証+R","","8.45"
"1150402","00631L","元大台灣50正2","20.00","20.50"
"1150402","00632R","元大台灣50反1","14.49","14.31"
"1150402","00633L","富邦上証正2","45.86","46.32"
"1150402","00634R","富邦上証反1","3.32","3.29"
"1150402","00635U","期元大S&P黃金","49.34","49.38"
"1150402","00636","國泰中國A50","26.80","26.89"
"1150402","00636K","國泰中國A50+U","8.46","8.46"
"1150402","00637L","元大滬深300正2","18.99","19.16"
"1150402","00638R","元大滬深300反1","7.12","7.08"
"1150402","00639","富邦深100","15.46","15.53"
"1150402","00640L","富邦日本正2","86.10","87.22"
"1150402","00641R","富邦日本反1","4.23","4.21"
"1150402","00642U","期元大S&P石油","28.48","28.10"
"1150402","00643","群益深証中小","17.62","17.70"
"1150402","00643K","群益深証中小+R","","3.81"
"1150402","00645","富邦日本","50.95","51.25"
"1150402","00646","元大S&P500","65.45","65.60"
"1150402","00647L","元大S&P500正2","103.40","104.28"
"1150402","00648R","元大S&P500反1","4.63","4.61"
"1150402","00650L","復華香港正2","16.40","16.66"
"1150402","00651R","復華香港反1","5.45","5.40"
"1150402","00652","富邦印度","31.52","31.85"
"1150402","00653L","富邦印度正2","40.95","42.02"
"1150402","00654R","富邦印度反1","7.39","7.28"
"1150402","00655L","國泰中國A50正2","31.93","32.24"
"1150402","00656R","國泰中國A50反1","6.28","6.26"
"1150402","00657","國泰日經225","62.10","62.73"
"1150402","00657K","國泰日經225+U","19.54","19.66"
"1150402","00660","元大歐洲50","40.70","41.05"
"1150402","00661","元大日經225","68.10","68.70"
"1150402","00662","富邦NASDAQ","97.15","97.58"
"1150402","00663L","國泰臺灣加權正2","57.30","58.73"
"1150402","00664R","國泰臺灣加權反1","2.35","2.32"
"1150402","00665L","富邦恒生國企正2","9.31","9.45"
"1150402","00666R","富邦恒生國企反1","9.40","9.32"
"1150402","00668","國泰美國道瓊","53.85","54.00"
"1150402","00668K","國泰美國道瓊+U","17.00","16.96"
"1150402","00669R","國泰美國道瓊反1","6.01","5.97"
"1150402","00670L","富邦NASDAQ正2","136.65","137.95"
"1150402","00671R","富邦NASDAQ反1","3.07","3.04"
"1150402","00673R","期元大S&P原油反1","16.20","16.61"
"1150402","00674R","期元大S&P黃金反1","5.30","5.29"
"1150402","00675L","富邦臺灣加權正2","173.75","178.12"
"1150402","00676R","富邦臺灣加權反1","7.95","7.88"
"1150402","00678","群益那斯達克生技","35.65","35.80"
"1150402","00680L","元大美債20正2","7.00","7.08"
"1150402","00681R","元大美債20反1","21.11","21.01"
"1150402","00682U","期元大美元指數","20.55","20.50"
"1150402","00683L","期元大美元指正2","21.65","21.57"
"1150402","00684R","期元大美元指反1","15.26","15.26"
"1150402","00685L","群益臺灣加權正2","156.60","160.40"
"1150402","00686R","群益臺灣加權反1","1.43","1.42"
"1150402","00688L","國泰20年美債正2","6.99","7.06"
"1150402","00689R","國泰20年美債反1","22.09","21.96"
"1150402","00690","兆豐藍籌30","51.00","51.50"
"1150402","00692","富邦公司治理","65.25","65.90"
"1150402","00693U","期街口S&P黃豆","22.17","22.14"
"1150402","00700","富邦恒生國企","17.20","17.30"
"1150402","00701","國泰股利精選30","28.73","28.81"
"1150402","00702","國泰標普低波高息","23.75","23.75"
"1150402","00703","台新MSCI中國","20.20","20.21"
"1150402","00706L","期元大S&P日圓正2","19.48","19.54"
"1150402","00707R","期元大S&P日圓反1","32.06","32.06"
"1150402","00708L","期元大S&P黃金正2","98.10","98.33"
"1150402","00709","富邦歐洲","36.37","36.61"
"1150402","00710B","復華彭博非投等債","18.90","18.89"
"1150402","00711B","復華彭博新興債","15.94","15.96"
"1150402","00712","復華富時不動產","8.61","8.66"
"1150402","00713","元大台灣高息低波","51.35","51.42"
"1150402","00714","群益道瓊美國地產","20.34","20.31"
"1150402","00715L","期街口布蘭特正2","61.70","60.30"
"1150402","00717","富邦美國特別股","14.86","14.85"
"1150402","00728","第一金工業30","42.99","43.59"
"1150402","00730","富邦臺灣優質高息","22.20","22.28"
"1150402","00731","復華富時高息低波","70.75","70.67"
"1150402","00733","富邦臺灣中小","55.05","55.45"
"1150402","00735","國泰臺韓科技","64.35","65.42"
"1150402","00736","國泰新興市場","27.26","27.55"
"1150402","00737","國泰AI機器人","32.00","32.17"
"1150402","00738U","期元大道瓊白銀","58.55","59.70"
"1150402","00739","元大MSCI A股","26.68","26.71"
"1150402","00752","中信中國50","23.64","23.80"
