日期,股票代號,股票名稱,收盤價,月平均價
"1150409","00400A","主動國泰動能高息","10.90","10.90"
"1150409","0050","元大台灣50","79.15","76.61"
"1150409","0051","元大中型100","114.60","110.91"
"1150409","0052","富邦科技","46.90","45.39"
"1150409","0053","元大電子","179.10","171.91"
"1150409","0055","元大MSCI金融","33.20","32.87"
"1150409","0056","元大高股息","39.08","38.42"
"1150409","0057","富邦摩台","235.05","227.67"
"1150409","0061","元大寶滬深","23.41","23.17"
"1150409","006203","元大MSCI台灣","144.50","139.57"
"1150409","006204","永豐臺灣加權","176.05","170.89"
"1150409","006205","富邦上証","39.77","39.49"
"1150409","006206","元大上證50","36.63","36.42"
"1150409","006207","復華滬深","31.46","31.08"
"1150409","006208","富邦台50","183.95","177.85"
"1150409","00625K","富邦上証+R","8.59","8.49"
"1150409","00631L","元大台灣50正2","22.81","21.48"
"1150409","00632R","元大台灣50反1","13.47","13.95"
"1150409","00633L","富邦上証正2","46.99","46.32"
"1150409","00634R","富邦上証反1","3.26","3.29"
"1150409","00635U","期元大S&P黃金","49.77","49.64"
"1150409","00636","國泰中國A50","27.15","26.93"
"1150409","00636K","國泰中國A50+U","8.59","8.49"
"1150409","00637L","元大滬深300正2","19.40","19.15"
"1150409","00638R","元大滬深300反1","7.01","7.07"
"1150409","00639","富邦深100","15.94","15.60"
"1150409","00640L","富邦日本正2","92.50","89.79"
"1150409","00641R","富邦日本反1","4.06","4.14"
"1150409","00642U","期元大S&P石油","27.42","28.22"
"1150409","00643","群益深証中小","18.19","17.80"
"1150409","00643K","群益深証中小+R","","3.80"
"1150409","00645","富邦日本","52.75","51.95"
"1150409","00646","元大S&P500","67.65","66.59"
"1150409","00647L","元大S&P500正2","111.60","107.66"
"1150409","00648R","元大S&P500反1","4.43","4.52"
"1150409","00650L","復華香港正2","17.50","16.99"
"1150409","00651R","復華香港反1","5.25","5.33"
"1150409","00652","富邦印度","33.79","32.83"
"1150409","00653L","富邦印度正2","46.43","44.12"
"1150409","00654R","富邦印度反1","6.83","7.08"
"1150409","00655L","國泰中國A50正2","32.67","32.24"
"1150409","00656R","國泰中國A50反1","6.21","6.26"
"1150409","00657","國泰日經225","65.95","64.19"
"1150409","00657K","國泰日經225+U","20.86","20.17"
"1150409","00660","元大歐洲50","42.68","41.87"
"1150409","00661","元大日經225","72.35","70.35"
"1150409","00662","富邦NASDAQ","101.50","99.46"
"1150409","00663L","國泰臺灣加權正2","65.50","61.60"
"1150409","00664R","國泰臺灣加權反1","2.19","2.26"
"1150409","00665L","富邦恒生國企正2","9.83","9.60"
"1150409","00666R","富邦恒生國企反1","9.10","9.20"
"1150409","00668","國泰美國道瓊","55.45","54.58"
"1150409","00668K","國泰美國道瓊+U","17.50","17.09"
"1150409","00669R","國泰美國道瓊反1","5.77","5.88"
"1150409","00670L","富邦NASDAQ正2","150.40","143.88"
"1150409","00671R","富邦NASDAQ反1","2.92","2.98"
"1150409","00673R","期元大S&P原油反1","13.73","15.15"
"1150409","00674R","期元大S&P黃金反1","5.23","5.25"
"1150409","00675L","富邦臺灣加權正2","198.75","186.88"
"1150409","00676R","富邦臺灣加權反1","7.42","7.69"
"1150409","00678","群益那斯達克生技","36.05","35.84"
"1150409","00680L","元大美債20正2","7.14","7.12"
"1150409","00681R","元大美債20反1","20.87","20.93"
"1150409","00682U","期元大美元指數","20.38","20.43"
"1150409","00683L","期元大美元指正2","21.11","21.37"
"1150409","00684R","期元大美元指反1","15.34","15.27"
"1150409","00685L","群益臺灣加權正2","178.85","168.25"
"1150409","00686R","群益臺灣加權反1","1.33","1.38"
"1150409","00688L","國泰20年美債正2","7.14","7.11"
"1150409","00689R","國泰20年美債反1","21.77","21.85"
"1150409","00690","兆豐藍籌30","54.90","52.95"
"1150409","00692","富邦公司治理","69.90","67.62"
"1150409","00693U","期街口S&P黃豆","21.90","22.00"
"1150409","00700","富邦恒生國企","17.58","17.42"
"1150409","00701","國泰股利精選30","29.40","29.09"
"1150409","00702","國泰標普低波高息","23.84","23.80"
"1150409","00703","台新MSCI中國","20.56","20.32"
"1150409","00706L","期元大S&P日圓正2","19.57","19.53"
"1150409","00707R","期元大S&P日圓反1","31.97","32.02"
"1150409","00708L","期元大S&P黃金正2","99.80","99.30"
"1150409","00709","富邦歐洲","37.97","37.26"
"1150409","00710B","復華彭博非投等債","18.97","18.93"
"1150409","00711B","復華彭博新興債","16.08","16.02"
"1150409","00712","復華富時不動產","8.82","8.73"
"1150409","00713","元大台灣高息低波","52.40","51.87"
"1150409","00714","群益道瓊美國地產","20.90","20.55"
"1150409","00715L","期街口布蘭特正2","49.42","56.55"
"1150409","00717","富邦美國特別股","14.98","14.93"
"1150409","00728","第一金工業30","46.60","44.68"
"1150409","00730","富邦臺灣優質高息","23.19","22.62"
"1150409","00731","復華富時高息低波","71.85","71.29"
"1150409","00733","富邦臺灣中小","59.75","57.22"
"1150409","00735","國泰臺韓科技","71.65","68.25"
"1150409","00736","國泰新興市場","28.90","28.10"
"1150409","00737","國泰AI機器人","33.38","32.83"
"1150409","00738U","期元大道瓊白銀","60.25","60.23"
"1150409","00739","元大MSCI A股","27.11","26.81"
"1150409","00752","中信中國50","24.32","23.99"
"1150409","00753L","中信中國50正2","10.64","10.36"
"1150409","00757","統一FANG+","109.90","107.47"
"1150409","00762","元大全球AI","85.55","82.60"
"1150409","00763U","期街口道瓊銅","31.02","30.67"
"1150409","00770","國泰北美科技","52.75","51.22"
"1150409","00771","元大US高息特別股","16.09","16.03"
"1150409","00775B","新光投等債15+","32.70","32.67"
"1150409","00783","富邦中証500","27.98","27.46"
"1150409","00830","國泰費城半導體","59.35","56.34"
"1150409","00850","元大臺灣ESG永續","65.90","63.66"
"1150409","00851","台新全球AI","56.65","55.18"
"1150409","00852L","國泰美國道瓊正2","29.57","28.54"
"1150409","00861","元大全球未來通訊","68.35","65.63"
"1150409","00865B","國泰US短期公債","48.21","48.33"
"1150409","00875","國泰網路資安","39.56","38.94"
"1150409","00876","元大全球5G","67.40","63.80"
"1150409","00878","國泰永續高股息","22.90","22.49"
"1150409","00881","國泰台灣科技龍頭","39.13","37.58"
"1150409","00882","中信中國高股息","15.74","15.59"
"1150409","00885","富邦越南","18.03","17.68"
"1150409","00891","中信關鍵半導體","25.42","24.46"
"1150409","00892","富邦台灣半導體","31.34","29.94"
"1150409","00893","國泰智能電動車","34.73","33.82"
"1150409","00894","中信小資高價30","36.36","34.73"
"1150409","00895","富邦未來車","40.54","39.80"
"1150409","00896","中信綠能及電動車","22.02","21.22"
"1150409","00897","富邦基因免疫生技","9.82","9.77"
"1150409","00898","國泰基因免疫革命","8.28","8.20"
"1150409","00899","FT潔淨能源","23.91","23.75"
"1150409","00900","富邦特選高股息30","14.25","13.99"
"1150409","00901","永豐智能車供應鏈","31.10","29.94"
"1150409","00902","中信電池及儲能","14.53","14.24"
"1150409","00903","富邦元宇宙","16.21","15.79"
"1150409","00904","新光臺灣半導體30","29.89","28.82"
"1150409","00905","FT臺灣Smart","20.66","19.98"
"1150409","00907","永豐優息存股","14.77","14.73"
"1150409","00908","富邦入息REITs+","13.93","13.60"
"1150409","00909","國泰數位支付服務","39.64","37.89"
"1150409","00910","第一金太空衛星","66.05","62.42"
"1150409","00911","兆豐洲際半導體","38.79","37.17"
"1150409","00912","中信臺灣智慧50","25.78","24.93"
"1150409","00913","兆豐台灣晶圓製造","31.46","30.05"
"1150409","00915","凱基優選高股息30","23.70","23.44"
"1150409","00916","國泰全球品牌50","25.58","25.25"
"1150409","00917","中信特選金融","21.43","20.91"
"1150409","00918","大華優利高填息30","22.52","22.20"
"1150409","00919","群益台灣精選高息","22.86","22.66"
"1150409","00920","富邦ESG綠色電力","22.71","22.10"
"1150409","00921","兆豐龍頭等權重","19.01","18.63"
"1150409","00922","國泰台灣領袖50","29.35","28.39"
"1150409","00923","群益台ESG低碳50","30.31","29.22"
"1150409","00924","復華S&P500成長","28.23","27.66"
"1150409","00926","凱基全球菁英55","23.28","22.88"
"1150409","00927","群益半導體收益","25.56","24.63"
"1150409","00929","復華台灣科技優息","19.65","19.20"
"1150409","00930","永豐ESG低碳高息","17.51","17.23"
"1150409","00932","兆豐永續高息等權","15.00","14.72"
"1150409","00934","中信成長高股息","21.52","21.03"
"1150409","00935","野村臺灣新科技50","40.10","38.31"
"1150409","00936","台新永續高息中小","17.95","17.64"
