日期,西元日期,市場,股票代號,股票名稱,收盤價,漲跌,開盤價,最高價,最低價,成交股數,成交金額,成交筆數,資料來源,下載時間
1150612,2026-06-12,上市,00400A,主動國泰動能高息,14.24,0.3800,14.63,14.63,14.18,30846000,442544940,4450,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,00401A,主動摩根台灣鑫收,13.54,0.2800,13.65,13.82,13.52,5627000,76694110,557,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,00402A,主動安聯美國科技,9.63,0.2100,9.72,9.72,9.63,32918000,317945220,6220,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,00403A,主動統一升級50,10.25,0.2600,10.30,10.50,10.20,487283000,5029762070,53146,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,00404A,主動聯博動能50,9.83,0.2800,10.00,10.01,9.80,18017000,178009560,2009,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,00405A,主動富邦台灣龍耀,9.15,0.2400,9.35,9.35,9.09,146609000,1348728110,22222,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,00406A,主動中信台灣收益,9.86,0.2200,9.98,10.06,9.82,56973000,565935270,7310,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,0050,元大台灣50,101.95,2.1000,103.25,103.75,101.55,73116000,7484335000,30439,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,0051,元大中型100,140.25,3.5500,140.10,141.95,140.00,61000,8579400,45,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,0052,富邦科技,59.60,1.4500,60.00,60.25,59.30,18779000,1120260200,6769,TWSE_CSV,2026-06-12 14:15:01 +0800
1150612,2026-06-12,上市,0053,元大電子,233.95,6.2500,236.65,236.65,232.95,27000,6324400,21,TWSE_CSV,2026-06-12 14:15:01 +0800
