日期,股票代號,股票名稱,收盤價,月平均價
"1150226","0050","元大台灣50","81.15","75.58"
"1150226","0051","元大中型100","113.75","107.20"
"1150226","0052","富邦科技","48.42","44.97"
"1150226","0053","元大電子","179.40","166.72"
"1150226","0055","元大MSCI金融","34.78","33.09"
"1150226","0056","元大高股息","40.29","38.50"
"1150226","0057","富邦摩台","239.70","223.38"
"1150226","0061","元大寶滬深","23.81","23.60"
"1150226","006203","元大MSCI台灣","146.30","136.80"
"1150226","006204","永豐臺灣加權","181.65","169.16"
"1150226","006205","富邦上証","41.26","40.94"
"1150226","006206","元大上證50","37.66","37.93"
"1150226","006207","復華滬深","31.87","31.62"
"1150226","006208","富邦台50","188.00","174.96"
"1150226","00625K","富邦上証+R","","9.12"
"1150226","00631L","元大台灣50正2","537.85","472.11"
"1150226","00632R","元大台灣50反1","13.41","14.37"
"1150226","00633L","富邦上証正2","45.90","47.25"
"1150226","00634R","富邦上証反1","3.29","3.27"
"1150226","00635U","期元大S&P黃金","55.00","53.20"
"1150226","00636","國泰中國A50","26.35","26.64"
"1150226","00636K","國泰中國A50+U","8.50","8.51"
"1150226","00637L","元大滬深300正2","18.75","19.41"
"1150226","00638R","元大滬深300反1","7.10","7.03"
"1150226","00639","富邦深100","15.70","15.44"
"1150226","00640L","富邦日本正2","99.45","93.55"
"1150226","00641R","富邦日本反1","4.00","4.15"
"1150226","00642U","期元大S&P石油","17.29","16.93"
"1150226","00643","群益深証中小","18.47","17.91"
"1150226","00643K","群益深証中小+R","4.01","3.93"
"1150226","00645","富邦日本","54.40","52.73"
"1150226","00646","元大S&P500","68.15","68.35"
"1150226","00647L","元大S&P500正2","117.05","117.05"
"1150226","00648R","元大S&P500反1","4.32","4.34"
"1150226","00650L","復華香港正2","18.38","18.88"
"1150226","00651R","復華香港反1","5.11","5.09"
"1150226","00652","富邦印度","36.31","36.85"
"1150226","00653L","富邦印度正2","54.40","55.40"
"1150226","00654R","富邦印度反1","6.39","6.38"
"1150226","00655L","國泰中國A50正2","31.60","32.70"
"1150226","00656R","國泰中國A50反1","6.27","6.22"
"1150226","00657","國泰日經225","69.00","66.25"
"1150226","00657K","國泰日經225+U","22.16","21.03"
"1150226","00660","元大歐洲50","44.92","44.02"
"1150226","00661","元大日經225","75.95","72.62"
"1150226","00662","富邦NASDAQ","101.35","101.62"
"1150226","00663L","國泰臺灣加權正2","70.30","61.67"
"1150226","00664R","國泰臺灣加權反1","2.17","2.32"
"1150226","00665L","富邦恒生國企正2","10.48","10.99"
"1150226","00666R","富邦恒生國企反1","8.85","8.71"
"1150226","00668","國泰美國道瓊","56.25","56.80"
"1150226","00668K","國泰美國道瓊+U","18.06","18.05"
"1150226","00669R","國泰美國道瓊反1","5.56","5.58"
"1150226","00670L","富邦NASDAQ正2","157.75","156.57"
"1150226","00671R","富邦NASDAQ反1","2.86","2.89"
"1150226","00673R","期元大S&P原油反1","24.46","25.14"
